num,lat,lon,address,zip_code,building_name,occupancy,code,stories,yrblt,sqft,hazus,level,bldvalue,adjvalue,multiplier,contents,combined,day,night,assessor,Type,Update
341,34.04381,-118.29159,1611 S VERMONT AVE,90006,,Commercial,COM1,1,1924,2500,C2L,PC,208975,535916,1,535916,1071833,25,0,C45A,,
342,34.03487,-118.23671,1614 E 7TH ST,90021,,Commercial,COM3,1,1970,102122,C3L,LC,8865211,22734833,1,22734833,45469666,3471,1,BX,,
343,34.04836,-118.44572,1617 PONTIUS AVE,90025,,Warehouse,COM2,3,1972,25652,C3L,LC,1451390,3722090,1,3722090,7444180,26,0,BX,,
344,33.88372,-118.30534,1620 W 162ND ST,90247,Denker Avenue,School,EDU1,2,,23600,C3L,LC,2129192,5460313,1,5460313,1092062647,2,0,RC FRAME WITH SHEAR WALLS,,
345,34.03512,-118.26669,1621 S GRAND AVE,90015,,Residential,RES3F,6,1911,53349,C2M,PC,5807572,8191435,0.5,4095718,12287153,64,165,CX,,
346,34.02916,-118.25643,1621 S SAN PEDRO ST,90015,,Industrial,IND2,1,1917,5106,C2L,PC,376925,966624,1.5,1449936,2416560,26,2,C5,,
347,34.02916,-118.25643,1621 S SAN PEDRO ST,90015,,Industrial,IND2,2,1939,10112,C2L,PC,746468,1914317,1.5,2871475,4785792,51,3,C5,,
348,34.02927,-118.25643,1621 S SAN PEDRO ST,90015,,Commercial,IND2,6,1929,60260,C2M,PC,4737039,12148135,1.5,18222203,3037033930,1,18,C6,,
349,34.15693,-118.48766,16253 VENTURA BLVD,91436,,Parking structure,COM1,2,1970,174525,C3L,LC,6069980,15566462,0.5,7783231,23349694,35,0,BX,,
350,34.15693,-118.48766,16253 VENTURA BLVD,91436,,Office,COM4,12,,93887,C3H,LC,8281772,21238605,1,21238605,4247721037,6,0,BX,,
351,34.15691,-118.48752,16260 VENTURA BLVD,91436,,Parking structure,COM1,2,1964,57748,C3L,LC,2008475,5150735,0.5,2575368,7726103,12,0,BXA,,
352,34.15691,-118.48752,16260 VENTURA BLVD,91436,,Professional building,COM7,9,1964,65696,C3H,LC,8528655,21871735,1.5,32807603,5467933832,8,131,BXA,,
353,34.02629,-118.2425,1630 E 14TH ST,90021,,Industrial/Comercial,IND2,2,,27160,C2L,LC,2004951,5141697,1.5,7712546,1285424313,6,8,CX,,
354,34.10088,-118.32668,1637 VINE ST,90028,Hotel Plaza,Residential,RES3F,10,1925,92409,C3H,PC,10321161,14557740,0.5,7278870,2183661011,1,286,BX,,
355,34.06924,-118.26208,1638 PALO ALTO ST,90026,DWP,Utilities,GOV1,2,,10560,C2L,LC,1045018,2679948,1,2679948,5359895,42,0,,,
356,34.05976,-118.2136,1640 MARENGO ST,90033,Health Research Association,Professional building,COM7,7,1966,72385,C3M,LC,9397021,24098660,1.5,36147989,6024664936,2,145,BXB,,
357,34.1006,-118.32674,1645 VINE ST,90028,The Broadway Hollywood,Residential/condo,RES3F,9,1928,212850,C3H,PC,23773217,33531528,0.5,16765764,5029729125,5,660,,,
358,33.94142,-118.2449,1650 E 104TH ST,90002,Edwin Markham,School,EDU1,2,,6600,C2L,LC,595452,1527037,1,1527037,3054073,132,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
359,33.94142,-118.2449,1650 E 104TH ST,90002,Edwin Markham,School,EDU1,1,,13000,C2L,LC,1172860,3007799,1,3007799,6015599,260,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
360,33.94142,-118.2449,1650 E 104TH ST,90002,Edwin Markham,School,EDU1,2,,15700,C3L,LC,1416454,3632496,1,3632496,7264993,314,0,RC FRAME WITH SHEAR WALLS,,
361,34.05625,-118.2721,1660 WILSHIRE BLVD,90017,,Office,COM4,2,1948,7200,C3L,LC,739368,1896109,1,1896109,3792218,29,0,BX,,
362,34.05625,-118.2721,1660 WILSHIRE BLVD,90017,,Office,COM4,2,1942,14400,C3L,LC,1478736,3792218,1,3792218,7584437,58,0,BX,,
363,34.158,-118.49556,16625 VENTURA BLVD,91436,,Office,COM4,12,1970,193344,C3H,LC,17054874,43737225,1,43737225,8747445077,3,0,BX,,
364,34.15818,-118.4965,16661 VENTURA BLVD,91436,,Office,COM4,8,1966,127774,C3H,LC,12644515,32426859,1,32426859,6485371851,1,0,BX,,
365,34.10115,-118.34329,1670 N SYCAMORE AVE,90028,,Parking structure,COM1,3,1925,49054,C2L,PC,1706098,4375289,0.5,2187644,6562933,10,0,CX,,
366,34.10127,-118.32662,1680 VINE ST,90028,Hollywood Taft Building,Office,COM4,12,1924,120093,C3H,PC,10593404,27166783,1,27166783,5433356748,0,0,BXB,,
367,34.16177,-118.50207,16941 ADDISON ST,91316,Encino Elementary,School,EDU1,1,,1500,C3L,LC,135330,347054,1,347054,694108,30,0,Precast frames w/ no shear walls,,
368,34.16177,-118.50207,16941 ADDISON ST,91316,Encino Elementary,School,EDU1,2,,7750,C2L,LC,699205,1793111,1,1793111,3586222,155,0,,,
369,34.07379,-118.46869,170 N CHURCH LN,90049,,Hotel,RES4,16,1970,108036,C3H,LC,10098125,14243153,0.5,7121576,21364729,65,270,BX,,
370,34.04542,-118.22305,170 S GLESS ST,90033,,Nursing home,RES6,3,1951,20452,C3L,LC,2139688,3017977,0.5,1508988,4526965,41,61,BX,,
371,34.10202,-118.29177,1700 N VERMONT AVE,90027,,Commercial,COM1,1,1975,5208,C3L,LC,412630,1058189,1,1058189,2116378,52,0,BXD,,
372,34.18927,-118.50345,17000 HAYNES ST,91406,Birmingham,School,EDU1,1,,38000,C2L,LC,3428360,8792029,1,8792029,1758405876,0,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
373,34.02996,-118.25803,1701 TRINITY ST,90015,,Industrial,IND2,1,1965,10335,C3L,LC,762930,1956533,1.5,2934800,4891333,52,3,BXA,,
374,34.05291,-118.27335,1701 W 8TH ST,90017,,Residential,RES3F,11,1928,106400,C3H,PC,11883816,16761825,0.5,8380913,2514273812,8,330,BX,,
375,34.0629,-118.21134,1711 GRIFFIN AVE,90031,,Government,GOV1,2,,40000,C2L,LC,3958400,10151317,1,10151317,2030263416,0,0,,,
376,34.10242,-118.32817,1714 IVAR AVE,90028,Knickerboker Apts,Parking structure,COM1,2,1925,214522,C3L,PC,7461075,19133927,0.5,9566964,28700891,43,0,BX,,
377,34.10242,-118.32817,1714 IVAR AVE,90028,Knickerboker Apts,Residential,RES3E,12,,36511,C3H,LC,4077914,5751795,0.5,2875898,8627693,44,113,BX,,
378,34.13934,-118.20434,1724 COLORADO BLVD,90041,,Commercial,COM1,2,1923,5084,C2L,PC,402805,1032994,1,1032994,2065988,51,0,C6A,,
379,33.99411,-118.30765,1724 W 53RD ST,90062,Western Avenue,School,EDU1,2,,1906,C3L,LC,171959,440990,1,440990,881979,38,0,RC FRAME WITH SHEAR WALLS,,
380,33.99411,-118.30765,1724 W 53RD ST,90062,Western Avenue,School,EDU1,1,,18640,C2L,LC,1681701,4312722,1,4312722,8625443,373,0,,,
381,34.02999,-118.2594,1729 WALL ST,90015,,Warehouse,COM2,2,1946,17036,C3L,LC,963897,2471914,1,2471914,4943827,17,0,BXB,,
382,34.02999,-118.2594,1729 WALL ST,90015,,Professional building,COM7,2,1941,6026,C2L,LC,782295,2006196,1.5,3009295,5015491,30,12,C5A,,
383,34.02999,-118.2594,1729 WALL ST,90015,,Professional building,COM7,1,1964,25277,C2L,LC,2982939,7649746,1.5,11474620,1912436612,6,51,C5B,,
384,34.05008,-118.27621,1730 W OLYMPIC BLVD,90015,City National Bank,Bank,COM5,7,1968,81280,C3M,LC,12514682,32093901,1,32093901,6418780232,5,0,BX,,
385,34.10253,-118.32669,1731 VINE ST,90028,,Commercial,COM9,1,1927,21260,C3L,PC,2330096,5975531,1,5975531,1195106212,8,0,BX,,
386,34.10253,-118.32669,1731 VINE ST,90028,,Theatre,COM9,5,1927,4268,C3M,PC,436830,1120250,1,1120250,2240500,26,0,BX,,
387,34.0674,-118.22372,1734 N MAIN ST,90031,,Warehouse,COM2,3,1964,6780,C3L,LC,383612,983774,1,983774,1967548,7,0,BX,,
388,34.0674,-118.22372,1734 N MAIN ST,90031,,Warehouse,COM2,1,1922,19522,C2L,PC,1104555,2832631,1,2832631,5665261,20,0,C5A,,
389,34.04026,-118.55381,17350 W SUNSET BLVD,90272,,Residential,RES3F,5,1963,87500,C3M,LC,9286375,13098200,0.5,6549100,1964730010,5,271,BXA,,
390,34.04043,-118.55377,17352 W SUNSET BLVD,90272,,Commercial,COM1,5,1968,100000,C2M,LC,7154000,18346433,1,18346433,3669286610,0,0,C6,,
391,34.10275,-118.33335,1737 WHITLEY AVE,90028,,Residential,RES3F,6,1927,56118,C3M,PC,6109005,8616600,0.5,4308300,12924899,67,174,BXB,,
392,34.03587,-118.23477,1738 INDUSTRIAL ST,90021,,Warehouse,COM2,2,1923,28400,C2L,PC,1606872,4120823,1,4120823,8241646,28,0,C5B,,
393,34.10315,-118.31224,1745 N GRAMERCY PL,90028,,Residential,RES3F,6,1933,67656,C3M,PC,7180331,10127678,0.5,5063839,15191517,81,210,concrete frame,,
394,34.04253,-118.33886,1745 VINEYARD AVE,90019,Alta Loma,School,EDU1,2,,25900,C3L,LC,2336698,5992462,1,5992462,1198492451,8,0,RC FRAME WITH SHEAR WALLS,,
395,34.10323,-118.30722,1750 N SERRANO AVE,90027,,Residential,RES3E,6,1929,33976,C3M,PC,3830114,5402281,0.5,2701140,8103421,41,105,BX,,
396,34.10324,-118.32669,1750 VINE ST,90028,,Office,COM4,13,1955,91463,C3H,LC,8067951,20690261,1,20690261,4138052236,6,0,BX,,
397,34.13334,-118.20603,1750 YOSEMITE DR,90041,Eagle Rock (see note),School,EDU1,1,,14700,C2L,LC,1326234,3401127,1,3401127,6802254,294,0,PC1 w/ diaphragms stiff relative to the walls,,
398,34.0284,-118.23995,1751 E OLYMPIC BLVD,90021,Sam's Hof Brau,Commercial,COM8,1,1965,4228,C2L,LC,579321,1485668,1,1485668,2971335,25,0,CX,,
399,34.10299,-118.32228,1760 N GOWER ST,90028,Hollywood Presbyterian Church,Office,REL1,1,,2918,C2L,LC,332885,469527,1,469527,939053,190,0,,,
400,34.10299,-118.32228,1760 N GOWER ST,90028,Hollywood Presbyterian Church,Church,REL1,1,,13952,C2L,LC,1591644,2244974,1,2244974,4489949,907,0,,,
401,34.10355,-118.3267,1771 VINE ST,90028,,Office,COM4,5,1961,39248,C3M,LC,3883982,9960472,1,9960472,1992094415,7,0,BX,,
402,34.06068,-118.41781,1800 AVE OF THE STARS,90067,,Office,COM4,12,1963,302550,C3H,LC,26687936,68441211,1,6844121113,6882421121,0,0,BXA,,
403,34.10454,-118.33764,1800 N HIGHLAND AVE,90028,TV Guide Network,Office,COM4,7,1964,85741,C3M,LC,8484929,21759601,1,21759601,4351920334,3,0,BXB,,
404,34.03345,-118.26782,1801 S GRAND AVE,90015,,Recreation,COM8,1,1925,40450,C2L,PC,5542459,14213636,1,14213636,2842727224,3,0,CX,,
405,34.03345,-118.26782,1801 S GRAND AVE,90015,,Church,REL1,1,1959,13400,C2L,LC,1528672,2156154,1,2156154,4312307,871,0,CX,,
406,34.05036,-118.27685,1801 W OLYMPIC BLVD,90006,,Commercial,COM5,4,1971,81600,C3M,LC,12563952,32220255,1,32220255,6444051032,6,0,BX,,
407,34.09938,-118.23473,1803 SAN FERNANDO RD,90065,,Commercial,COM3,1,1923,1792,C2L,PC,155564,398943,1,398943,797885,61,1,C4A,,
408,34.03192,-118.26393,1804 S MAIN ST,90015,,Industrial,IND2,1,1945,3750,C2L,LC,276825,709918,1.5,1064877,1774794,19,1,C5,,
409,34.02751,-118.23844,1805 E OLYMPIC BLVD,90021,,Warehouse,COM2,6,1931,370800,C2M,PC,20979864,53802861,1,5380286110,7605722371,0,0,CX,,
410,34.10402,-118.33113,1805 WILCOX AVE,90028,,Residential,RES3E,4,1926,35246,C2M,PC,3973282,5604214,0.5,2802107,8406322,42,109,C6,,
411,34.10354,-118.33332,1811 WHITLEY AVE,90028,,Residential,RES3F,13,1929,43264,C3H,PC,4832156,6815635,0.5,3407818,10223453,52,134,BX,,
412,34.03534,-118.27133,1814 S FIGUEROA ST,90015,Bob Hope Patriotic Hall,Government,GOV1,4,,100000,C3M,LC,9896000,25378292,1,25378292,5075658440,0,0,,,
413,34.09733,-118.24294,1817 BLAKE AVE,90039,,Warehouse,COM2,1,1959,2826,C2L,LC,159895,410051,1,410051,820102,3,0,C5,,
414,34.09733,-118.24294,1817 BLAKE AVE,90039,,Office,IND3,1,1959,3900,C2L,LC,287898,738314,1.5,1107472,1845786,10,1,C5,,
415,34.09733,-118.24294,1817 BLAKE AVE,90039,,Industrial,IND3,1,1964,10918,C2L,LC,805967,2066902,1.5,3100353,5167254,27,3,C55,,
416,34.10469,-118.3394,1817 HILLCREST RD,90068,Villa Bonita,Residential,RES3E,7,1929,19043,C3M,PC,2146717,3027891,0.5,1513946,4541837,23,59,concrete (reinforced concrete),,
417,34.03582,-118.23299,1817 INDUSTRIAL ST,90021,Toy,Residential,RES3F,6,1924,210000,C3M,PC,23454900,33082550,0.5,16541275,4962382525,2,651,B7C,,
418,34.08836,-118.25939,1818 GLENDALE BLVD,90026,,Industrial,IND2,1,1922,6385,C2L,PC,471341,1208753,1.5,1813130,3021883,32,2,C5,,
419,34.03128,-118.26444,1821 S MAIN ST,90015,,Commercial,RES3F,4,1912,97309,C2M,PC,10327404,14566545,0.5,7283273,2184981811,7,302,CX,,
420,34.03426,-118.26912,1823 S HOPE ST,90015,,Industrial,IND2,3,1926,22107,C2L,PC,1737831,4456668,1.5,6685002,1114167111,1,7,CX,,
421,34.13001,-118.21122,1824 CAMPUS RD,90041,Occidental College,School,EDU2,3,,75000,C2L,LC,8601000,22057265,1.5,33085897,5514316115,0,0,,,
422,34.03728,-118.27721,1824 OAK ST,90015,,Recreation,COM8,3,1925,58077,C2L,PC,7957711,20407549,1,20407549,4081509734,8,0,CX,,
423,33.76179,-118.29893,1824 TAPER AVE,90731,Taper Elementary,School,EDU1,2,,11640,C2L,LC,1050161,2693137,1,2693137,5386275,233,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
424,34.10431,-118.30352,1825 N KINGSLEY DR,90027,,Residential,RES3E,5,1928,30572,C2M,PC,3446382,4861035,0.5,2430518,7291553,37,95,C7,,
425,34.16978,-118.53195,18321 CLARK ST,91356,Encino-Tarzana Regional Medical Center,Hospital,COM6,1,1972,167672,C3L,LC,24245371,62177254,1.5,9326588215,5443136838,335,5,BX,,"California law requires all general acute care hospital buildings to be evaluated and retrofitted, if necessary, to a standard that would allow them to remain in service after a large earthquake. The deadline for compliance is Jan. 1, 2020."
426,34.16978,-118.53195,18321 CLARK ST,91356,Encino-Tarzana Regional Medical Center,Hospital,COM6,6,1972,4104,C2M,LC,515462,1321903,1.5,1982855,3304758,21,8,CX,,"California law requires all general acute care hospital buildings to be evaluated and retrofitted, if necessary, to a standard that would allow them to remain in service after a large earthquake. The deadline for compliance is Jan. 1, 2020."
427,34.04072,-118.28522,1836 S ARAPAHOE ST,90006,,Warehouse,COM2,7,1914,37082,C2M,PC,2098100,5380576,1,5380576,10761153,37,0,CX,,
428,33.99802,-118.23986,1841 E 50TH ST,90058,,Warehouse,COM2,2,1935,38610,C3L,PC,2184554,5602288,1,5602288,11204576,39,0,BXB,,
429,34.10472,-118.33333,1850 WHITLEY AVE,90028,,Residential,RES3F,12,1962,216534,C3H,LC,24184682,34111890,0.5,17055945,5116783526,0,671,BXB,,
430,33.99294,-118.23915,1861 E 55TH ST,90058,,Industrial,IND1,1,1923,3400,C2L,PC,250988,643659,1.5,965488,1609147,10,1,CX,,
431,33.99294,-118.23915,1861 E 55TH ST,90058,,Industrial,IND1,1,1923,21117,C2L,PC,1558857,3997689,1.5,5996533,9994222,63,6,CX,,
432,33.99294,-118.23915,1861 E 55TH ST,90058,,Industrial,IND1,1,1923,25677,C2L,PC,1895476,4860949,1.5,7291423,12152371,77,8,CX,,
433,33.99294,-118.23915,1861 E 55TH ST,90058,,Industrial,IND1,1,1937,52525,C2L,PC,3877396,9943581,1.5,14915371,2485895215,8,16,CX,,
434,33.99294,-118.23915,1861 E 55TH ST,90058,,Industrial,IND1,5,1940,37848,C2M,PC,2975231,7629981,1.5,11444971,1907495211,4,11,CX,,
435,34.06101,-118.41422,1888 CENTURY PARK E,90067,,Parking structure,COM1,6,1970,195200,C3M,LC,6789056,17410534,0.5,8705267,26115801,39,0,BX,,
436,34.03143,-118.23317,1900 BAY ST,90021,,Warehouse,COM2,2,,33842,C2L,LC,1914780,4910454,1,4910454,9820908,34,0,CX,,
437,34.03173,-118.2689,1900 S GRAND AVE,90007,,Utilities,GOV1,4,,20000,C3M,LC,1979200,5075658,1,5075658,10151317,80,0,,,
438,34.02973,-118.2628,1901 SANTEE ST,90011,,Industrial,IND2,2,1965,33274,C3L,LC,2456287,6299147,1.5,9448721,1574786816,6,10,BX,,
439,34.06604,-118.21917,1910 N MAIN ST,90031,,Office,COM4,2,1937,13480,C3L,PC,1384261,3549938,1,3549938,7099876,54,0,BX,,
440,34.10594,-118.32521,1919 ARGYLE AVE,90068,,Residential,RES3F,7,1928,68230,C3M,PC,7241250,10213602,0.5,5106801,15320403,82,212,BX,,
441,34.02721,-118.23775,1920 E OLYMPIC BLVD,90021,,Industrial,COM2,1,1940,2408,C2L,PC,136245,349399,1,349399,698799,2,0,C4,,
442,34.02721,-118.23775,1920 E OLYMPIC BLVD,90021,,Industrial,COM2,2,1939,3690,C2L,PC,208780,535417,1,535417,1070834,4,0,C5,,
443,34.06596,-118.21781,1920 N MAIN ST,90031,,Industrial,COM2,2,1946,25349,C2L,LC,1434246,3678125,1,3678125,7356250,25,0,CX,,
444,34.03359,-118.23318,1922 E 7TH PL,90021,,Industrial,IND2,2,1925,22400,C2L,PC,1653568,4240575,1.5,6360863,1060143811,2,7,C5B,,
445,34.05697,-118.27392,1926 WILSHIRE BLVD,90057,,Office,COM4,13,1928,115560,C3H,PC,10193548,26141353,1,26141353,5228270646,2,0,BX,,
446,34.03873,-118.29149,1934 S VERMONT AVE,90007,West Adams Preparatory High School,School,COM2,2,1912,94976,C2L,PC,5373742,13780962,1,13780962,27561923,95,0,CX,,
447,34.10572,-118.3307,1947 N CAHUENGA BLVD,90068,,Commercial,COM1,1,1925,31280,C3L,PC,2215875,5682612,1,5682612,1136522431,3,0,BX,,
448,34.10572,-118.3307,1947 N CAHUENGA BLVD,90068,,Hotel,RES4,5,1925,11028,C3M,PC,1153860,1627490,0.5,813745,2441235,7,28,BX,,
449,34.06032,-118.41362,1950 CENTURY PARK E,90067,,Parking structure,COM1,2,1963,24773,C3L,LC,861605,2209586,0.5,1104793,3314379,5,0,BXA,,
450,34.06032,-118.41362,1950 CENTURY PARK E,90067,,Recreation,COM8,3,1963,28530,C3L,LC,3909181,10025094,1,10025094,20050187,171,0,BXA,,
451,33.93086,-118.39292,1950 E IMPERIAL HWY,90245,,Office,COM4,12,1962,253492,C3H,LC,22360529,57343577,1,57343577,1146871551,14,0,BX,,
452,34.0327,-118.3081,1968 W ADAMS BLVD,90018,,Office,COM4,1,1910,7116,C3L,PC,730742,1873988,1,1873988,3747976,28,0,BX,,
453,34.0327,-118.3081,1968 W ADAMS BLVD,90018,,Office,COM4,4,1923,26632,C3M,PC,2734840,7013497,1,7013497,14026995,107,0,BX,,
454,33.98922,-118.27103,200 E SLAUSON AVE,90011,,Office,IND1,2,1945,9472,C2L,LC,699223,1793157,1.5,2689736,4482894,28,3,C65B,,
455,34.07573,-118.24861,2000 STADIUM WAY,90026,Barlow Respiratory Hospital,Hospital,COM6,2,1928,22991,C3L,PC,3324499,8525677,1.5,12788515,21314192,115,46,BX,,"California law requires all general acute care hospital buildings to be evaluated and retrofitted, if necessary, to a standard that would allow them to remain in service after a large earthquake. The deadline for compliance is Jan. 1, 2020."
456,34.05751,-118.27499,2001 WILSHIRE BLVD,90057,,Office,COM4,9,1923,54000,C3H,PC,5343840,13704278,1,13704278,27408555,216,0,BX,,
457,34.07478,-118.28791,201 N WESTMORELAND BLVD,90004,,Industrial,IND2,1,1935,21119,C2L,PC,1559005,3998067,1.5,5997101,9995168,106,6,C55C,,
458,34.0446,-118.25223,201 W 7TH ST,90014,,Office,COM4,10,1929,121274,C3H,PC,12001275,30777270,1,30777270,61554540,485,0,B8,,
459,34.04704,-118.23611,204 S HEWITT ST,90012,MaryKnoll Japanese Catholic Center.,School,EDU1,2,1955,3222,C3L,LC,290689,745472,1,745472,1490943,64,0,BX,,
460,34.04704,-118.23611,204 S HEWITT ST,90012,MaryKnoll Japanese Catholic Center.,School,EDU1,2,1921,14611,C2L,PC,1318204,3380535,1,3380535,6761070,292,0,C55B,,
461,34.04704,-118.23611,204 S HEWITT ST,90012,MaryKnoll Japanese Catholic Center.,Church,REL1,1,1963,12733,C2L,LC,1452581,2048829,1,2048829,4097657,828,0,C5A,,
462,34.03454,-118.23069,2048 E 7TH ST,90021,,Industrial,IND2,2,1913,131010,C3L,PC,9671158,24801685,1.5,37202528,62004213,655,39,BX,,
463,34.03454,-118.23069,2048 E 7TH ST,90021,,Industrial,IND2,5,1923,89520,C3M,PC,7037167,18046815,1.5,27070223,45117038,448,27,BX,,
464,34.05226,-118.24677,205 S BROADWAY,90012,,Office,COM4,10,1911,74845,C3H,PC,7406661,18994383,1,18994383,37988765,299,0,BXA,,
465,34.03477,-118.3107,2055 W 24TH ST,90018,Twenty-Fourth S,School,EDU1,2,,3100,C3L,LC,279682,717244,1,717244,1434489,62,0,RC FRAME WITH SHEAR WALLS,,
466,34.03477,-118.3107,2055 W 24TH ST,90018,Twenty-fourth Street Elementary,School,EDU1,2,,31000,C3L,LC,2796820,7172445,1,7172445,14344890,620,0,RC FRAME WITH SHEAR WALLS,,
467,34.13559,-118.21209,2057 FAIR PARK [AVE],90041,Eagle Rock Elementary School,School,EDU1,1,,20000,C2L,LC,1856000,4759712,1,4759712,9519424,400,0,,School,
468,34.05879,-118.41231,2070 CENTURY PARK E,90067,Century City Hospital,Hospital,COM6,18,1968,221878,C3H,LC,27867877,71467170,1.5,1072007551,7866792511,9,444,BX,,"California law requires all general acute care hospital buildings to be evaluated and retrofitted, if necessary, to a standard that would allow them to remain in service after a large earthquake. The deadline for compliance is Jan. 1, 2020."
469,34.16661,-118.59039,20969 VENTURA BLVD,91364,,Parking structure,COM1,1,1972,37300,C3L,LC,1297294,3326910,0.5,1663455,4990366,7,0,BX,,
470,34.03191,-118.27364,2100 S FIGUEROA ST,90007,,Office,COM4,3,1926,97461,C3L,PC,10008270,25666209,1,25666209,51332417,390,0,BX,,
471,33.72467,-118.31135,2100 S WESTERN AVE,90732,,Nursing home,RES6,2,1967,3569,C3L,LC,373389,526656,0.5,263328,789983,7,11,BX,,
472,33.72467,-118.31135,2100 S WESTERN AVE,90732,,Nursing home,RES6,1,1959,45726,C2L,LC,4783854,6747507,0.5,3373753,10121260,91,137,CX,,
473,34.16676,-118.59125,21021 VENTURA BLVD,91364,,Parking structure,COM1,2,,104250,C3L,LC,3625815,9298403,0.5,4649201,13947604,21,0,BX,,
474,34.16676,-118.59125,21021 VENTURA BLVD,91364,,Office,COM4,12,1972,181548,C3H,LC,16014349,41068798,1,41068798,82137596,726,0,BXA,,
475,34.16704,-118.5933,21101 VENTURA BLVD,91364,Holiday Inn,Hotel,RES4,6,1966,66365,C3M,LC,6943770,9794014,0.5,4897007,14691021,40,166,BXA,,
476,34.03355,-118.22904,2118 E 7TH PL,90021,,Industrial,IND2,3,1925,21089,C2L,PC,1657806,4251444,1.5,6377166,10628611,105,6,CX,,
477,34.04182,-118.25222,212 E 8TH ST,90014,,Industrial,IND2,5,1923,43136,C2M,PC,3390921,8696017,1.5,13044025,21740042,216,13,C5,,
478,34.06343,-118.27414,2131 W 3RD ST,90057,Saint Vincent Medical Center,Parking structure,COM1,2,1975,285094,C3L,LC,9915569,25428478,0.5,12714239,38142716,57,0,BX,,
479,34.06343,-118.27414,2131 W 3RD ST,90057,Saint Vincent Medical Center,Hospital,COM6,1,1971,150828,C3L,LC,21809729,55931050,1.5,83896574,1398276247,54,302,BX,,"California law requires all general acute care hospital buildings to be evaluated and retrofitted, if necessary, to a standard that would allow them to remain in service after a large earthquake. The deadline for compliance is Jan. 1, 2020."
480,34.06343,-118.27414,2131 W 3RD ST,90057,Saint Vincent Medical Center,Hospital,COM6,4,1927,12798,C2M,PC,1607429,4122251,1.5,6183377,10305628,64,26,CX,,"California law requires all general acute care hospital buildings to be evaluated and retrofitted, if necessary, to a standard that would allow them to remain in service after a large earthquake. The deadline for compliance is Jan. 1, 2020."
481,34.06343,-118.27414,2131 W 3RD ST,90057,Saint Vincent Medical Center,Hospital,COM6,6,1955,43017,C2M,LC,5402935,13855827,1.5,20783741,34639568,215,86,CX,,"California law requires all general acute care hospital buildings to be evaluated and retrofitted, if necessary, to a standard that would allow them to remain in service after a large earthquake. The deadline for compliance is Jan. 1, 2020."
482,34.09913,-118.26958,2138 MICHELTORENA ST,90039,,Residential,RES1,2,1958,4721,C3L,LC,400388,564737,0.5,282369,847106,6,15,BXA,,
483,33.90537,-118.38636,2145 PARK PL,90245,,Office,COM4,2,1970,130050,C2L,LC,13354835,34248473,1,34248473,68496946,520,0,CX,,
484,34.07754,-118.26557,2154 W SUNSET BLVD,90026,,Commercial,COM3,2,1930,34300,C2L,PC,2977583,7636012,1,7636012,15272023,1166,6,C5A,,
485,34.0346,-118.22629,2155 E 7TH ST,90023,,Industrial,IND1,4,1923,177800,C3M,PC,13976858,35843652,1.5,53765479,89609131,533,53,BX,,
487,34.05076,-118.24764,216 W 3RD ST,90013,,Office,COM4,5,1922,98194,C2M,PC,9717278,24919960,1,24919960,49839920,393,0,CX,,
488,34.04777,-118.25015,216 W 5TH ST,90013,Alexandria Hotel,Commercial,RES4,8,1906,21724,C3H,PC,2030542,2864029,0.5,1432015,4296044,13,54,BX,,
489,34.04149,-118.25178,217 E 8TH ST,90014,,Industrial,IND2,12,1926,81484,C2H,PC,6405457,16426795,1.5,24640193,41066988,407,24,CX,,
490,34.02859,-118.26937,218 W 23RD ST,90007,,Industrial,IND2,1,1949,11031,C2L,LC,814308,2088294,1.5,3132441,5220735,55,3,C5,,
491,34.18736,-118.60364,21851 VICTORY BLVD,91303,Westfield Topanga,Shopping Mall,COM1,3,1963,165632,C3L,LC,11849313,30387564,1,30387564,6077512816,56,0,BXA,,
492,34.03826,-118.25689,220 E 11TH ST,90015,,Office,COM4,7,1926,88725,C2M,PC,8780226,22516890,1,22516890,45033779,355,0,CX,,
493,33.82428,-118.23587,2201 E 223RD ST,90810,Comier Chevrolet Co Inc.,Commercial,COM3,1,1965,26785,C2L,LC,2325206,5962990,1,5962990,11925981,910,0,CX,,
494,33.82428,-118.23587,2201 E 223RD ST,90810,Comier Chevrolet Co Inc.,Commercial,COM3,1,1965,27648,C2L,LC,2400123,6155115,1,6155115,12310230,940,0,CX,,
495,33.82428,-118.23587,2201 E 223RD ST,90810,Comier Chevrolet Co Inc.,Commercial,COM3,1,1965,28913,C2L,LC,2509938,6436735,1,6436735,12873470,983,3,CX,,
496,33.80075,-118.32031,2211 W 247TH ST,90717,Lomita,School,EDU1,2,,30000,C3L,LC,2706600,6941076,1,6941076,13882151,600,0,RC FRAME WITH SHEAR WALLS,,
497,34.07107,-118.2025,2221 LINCOLN PARK AVE,90031,Keiro Nursing Home,Nursing Home,RES6,1,1968,25454,C3L,LC,2662997,3756091,0.5,1878046,5634137,51,76,BX,,
