X,Y,OBJECTID,SITEID,SITENAME,AGENCY,OBSERVATIONTYPE,LATDD,LONGDD,HORIZONTALDATUM,TOTALDEPTH,CASEDDEPTH,COMMENTS
-82.5826974533306,28.4349492855768,195,20841,ROMP 97 U FLDN AQ MONITOR,SWFWMD,Well,28.434944,-82.582694,,355,310,
-82.6364204688551,28.4381722852105,196,20846,ROMP TR 18-3 U FLDN AQ MONITOR,SWFWMD,Well,28.438167,-82.636417,,378,58,
-82.6330034688318,28.4618112906395,197,20854,ROMP TR 18-1 U FLDN AQ MONITOR,SWFWMD,Well,28.461806,-82.633,,580,445,
-82.5328094425251,28.533561311203,198,20584,WEEKI WACHEE FLDN NR WEEKI WACHEE,SWFWMD,Well,28.533556,-82.532806,,252,179,
-82.6156424670643,28.5451163116454,199,20690,ROMP TR 19-2 U FLDN AQ CHLORIDE MONITOR,SWFWMD,Well,28.545111,-82.615639,,302,277,
-82.5257564439599,28.6157083307459,200,20720,CENTRALIA 2 U FLDN AQ MONITOR,SWFWMD,Well,28.615703,-82.525753,,132,117,
-82.4564954245482,28.6569863421839,201,20727,ROMP 107 U FLDN AQ MONITOR,SWFWMD,Well,28.656981,-82.456492,,240,140,
-82.404336406599,28.556172319455,202,20756,ROMP 105 U FLDN AQ MONITOR (AVPK) 1,SWFWMD,Well,28.556167,-82.404333,,490,470,
-82.1425593033856,27.7408661297173,203,17840,ROMP 48 U FLDN AQ MONITOR (TMPA/SWNN),SWFWMD,Well,27.740861,-82.142556,,541,215,
-82.2183363422795,28.2590612530177,204,18846,AUSTIN SMITH FLDN,SWFWMD,Well,28.259056,-82.218333,,102,68,
-82.2370033499857,28.3271162694301,205,18868,BR-3 U FLDN AQ MONITOR,SWFWMD,Well,28.327111,-82.237,,246,133,
-82.3291143746249,28.2666992519131,206,18875,WESLEY CHAPEL WWTP FLDN,SWFWMD,Well,28.266694,-82.329111,,116,94,
-82.2543643372387,27.7629221320325,207,17932,ROMP 49 U FLDN AQ MONITOR (AVPK),SWFWMD,Well,27.762917,-82.254361,,1140,792,
-82.7198924788178,28.001311178632,208,22698,BOY SCOUT (ST PETE) FLDN,SWFWMD,Well,28.001306,-82.719889,,125,115,
-82.7290034821071,28.0220331828076,209,22703,ROMP TR 14-3 U FLDN AQ MONITOR (SWNN),SWFWMD,Well,28.022028,-82.729,,319,299,
-82.7217254803962,28.0330881859368,210,22710,COUNTRYSIDE GOLF & COUNTRY CLUB FLDN,SWFWMD,Well,28.033083,-82.721722,,130,120,
-82.6901704701311,28.0008941788406,211,22725,ROMP TR 14-1 U FLDN AQ MONITOR (SWNN),SWFWMD,Well,28.000889,-82.690167,,288,268,
-82.6117534503614,28.069894197291,212,19972,NWHWRAP-4D DEEP U FLDN AQ MONITOR,SWFWMD,Well,28.069889,-82.61175,,1106,998,
-82.5383924321428,28.1558112199133,213,19976,LUTZ-LAKE FERN DEEP,SWFWMD,Well,28.155806,-82.538389,,375,65,
-82.607809449535,28.0928662030995,214,19983,DIOCESE FLDN,SWFWMD,Well,28.092861,-82.607806,,180,142,
-82.5775894650242,28.7996473735126,215,20048,CSPR-1 U FLDN AQ MONITOR,SWFWMD,Well,28.799642,-82.577586,,61,52,
-82.4786204398978,28.9036864008286,216,20075,NORTH LECANTO DEEP,SWFWMD,Well,28.903681,-82.478617,,335,288,
-82.1458643206574,28.2228112462504,217,18374,CHANCEY ROAD FLDN,SWFWMD,Well,28.222806,-82.145861,,87,50,
-82.1843643314725,28.2314222470782,218,19404,ZEPHYRHILLS PARK FLDN,SWFWMD,Well,28.231417,-82.184361,,100,55,
-82.6703924692221,28.1492832147,219,22759,ELDRIDGE-WILDE 2S DEEP,SWFWMD,Well,28.149278,-82.670389,,290,61,
-82.6962814775944,28.1577272164685,220,22764,BISHOP FLDN,SWFWMD,Well,28.157722,-82.696278,,76,65,
-82.6964754771189,28.1485332144828,221,22765,NORTH LAKE TARPON FLDN,SWFWMD,Well,28.148528,-82.696472,,780,758,
-82.4887364479186,29.0382664320324,222,23421,CE 77 FLDN,SWFWMD,Well,29.038261,-82.488733,,190,171,
-82.3454113996496,28.8542223919859,223,23485,INVERNESS DOT FLDN,SWFWMD,Well,28.854217,-82.345408,,450,290,
-82.2195223600417,28.7538083719685,224,23500,ROMP 110 U FLDN AQ MONITOR,SWFWMD,Well,28.753803,-82.219519,,150,83,
-82.2406973606308,28.5942583333073,225,23516,WR-6A DEEP U FLDN AQ MONITOR,SWFWMD,Well,28.594253,-82.240694,,358,326,
-82.136836317267,28.21686624518,226,18388,PLAZA MATERIALS FLDN,SWFWMD,Well,28.216861,-82.136833,,137,71,
-82.4124063990692,28.2807992537588,227,18395,CYPRESS CREEK TMR-4 DEEP,SWFWMD,Well,28.280794,-82.412403,,592,99,
-82.1481949795728,27.9667301847565,228,770770,DV-2 U FLDN AQ (AVPK) MONITOR,SWFWMD,Well,27.966725,-82.14819167,,848,565,
-82.3237253721292,28.2403382463303,229,19327,ROMP 85 U FLDN AQ MONITOR (AVPK),SWFWMD,Well,28.240333,-82.323722,,505,450,
-82.3571143647713,27.7114221174039,230,18214,ROMP 50 U FLDN AQ MONITOR (SWNN),SWFWMD,Well,27.711417,-82.357111,,562,200,
-82.3699753768282,27.9517551754466,231,18285,ROMP TR 11-2 U FLDN AQ MONITOR,SWFWMD,Well,27.95175,-82.369972,,315,300,
-82.3698643764595,27.9573111766475,232,18296,SWFWMD AT S-160 FLDN,SWFWMD,Well,27.957306,-82.369861,,240,85,
-82.1355863127781,28.0687832095248,233,18311,MCINTOSH FLDN,SWFWMD,Well,28.068778,-82.135583,,155,99,
-82.359414383841,28.2745382531369,234,18421,SADDLEWOOD FLDN,SWFWMD,Well,28.274533,-82.359411,,137,50,
-82.6046144527093,28.220172234063,235,22883,STARKEY REGIONAL FLDN,SWFWMD,Well,28.220167,-82.604611,,380,280,
-82.4570704530594,29.4379015275101,236,22929,ROMP 134 U FLDN AQ MONITOR (OCAL-AVPK-OLDM),SWFWMD,Well,29.437896,-82.457067,,1185,70,
-82.3120033706907,28.302422261246,237,18880,MCKENDREE ROAD FLDN,SWFWMD,Well,28.302417,-82.312,,130,80,
-82.3342613780903,28.3110162625278,238,18883,TAMPA BAY GOLF & TENNIS CLUB FLDN,SWFWMD,Well,28.311011,-82.334258,,148,97,
-82.2781143623379,28.3446722725782,239,18887,SAN ANTONIO PARK FLDN,SWFWMD,Well,28.344667,-82.278111,,185,134,
-82.4037783965915,28.2598132486521,240,18910,CYPRESS CREEK TMR-5 DEEP,SWFWMD,Well,28.259808,-82.403775,,610,102,
-82.0409477065867,27.2853994671469,241,24414,ROMP 35 U FLDN AQ MONITOR (SWNN),SWFWMD,Well,27.28539445,-82.04094445,,741,537,
-81.588489250898,27.5834689939103,242,23956,ROMP 43 U FLDN AQ MONITOR (AVPK),SWFWMD,Well,27.58346389,-81.58848611,,1210,719,
-82.6078364504925,28.1290612115668,243,19808,LAKE ALICE FLDN,SWFWMD,Well,28.129056,-82.607833,,137,94,
-82.1355533126117,28.0687968759102,244,768554,MCINTOSH AVPK,SWFWMD,Well,28.06879167,-82.13555,,900,560,
-82.5545864351664,28.1337272145403,245,670316,BROOKER CREEK FLDN,SWFWMD,Well,28.133722,-82.554583,,150,100,
-82.1420033238881,28.3600332793263,246,17516,ROMP 90 U FLDN AQ MONITOR (AVPK),SWFWMD,Well,28.360028,-82.142,,665,424,
-82.6207814590491,28.2783112470952,247,20339,MOON LAKE DEEP,SWFWMD,Well,28.278306,-82.620778,,115,65,
-82.6822534763589,28.2616722416246,248,20349,ROMP TR 16-3 U FLDN AQ INTERFACE MONITOR,SWFWMD,Well,28.261667,-82.68225,,515,494,
-82.1801143310707,28.2507272520121,249,19414,ROMP 86 U FLDN AQ MONITOR,SWFWMD,Well,28.250722,-82.180111,,436,424,
-82.293225362584,28.2173112410458,250,19418,FOX RIDGE FLDN,SWFWMD,Well,28.217306,-82.293222,,155,104,
-81.8078087367594,26.9458271657111,251,25090,ROMP 5 U FLDN AQ MONITOR (SWNN),SWFWMD,Well,26.94582222,-81.80780555,,970,720,
-82.6778644769532,28.3223662568661,252,20364,ROMP TR 17-3 U FLDN AQ MONITOR,SWFWMD,Well,28.322361,-82.677861,,196,184,
-82.434392265063,27.3378216913942,253,753497,SARASOTA SERVICE OFFICE U FLDN AQ MONITOR,SWFWMD,Well,27.33781667,-82.43438889,,760,477,
-82.1944200213998,28.8209526106035,254,759562,TSALA APOPKA LAKE 6 U FLDN AQ MONITOR,SWFWMD,Well,28.82094722,-82.19441667,,46,30,
-81.8708171220778,27.9843246405921,255,739103,LAKE HANCOCK NW U FLDN AQ MONITOR,SWFWMD,Well,27.98431944,-81.87081389,,180,130,
-82.1490116169979,27.0763299707268,256,25981,ROMP 9 AVPK PZ MONITOR,SWFWMD,Well,27.076325,-82.14900833,,1230,1180,
-82.7018644842739,28.3214222558846,257,20366,ROMP TR 17-1 U FLDN AQ MONITOR,SWFWMD,Well,28.321417,-82.701861,,139,131,
-82.6662254716226,28.2573112409071,258,20390,ROMP TR 16-4 AVPK PZ MONITOR,SWFWMD,Well,28.257306,-82.666222,,780,740,
-82.7091424836158,28.2450332367777,259,20317,GULF MIDDLE SCHOOL FLDN,SWFWMD,Well,28.245028,-82.709139,,35,15,
-82.7112254847802,28.2550882392522,260,20322,ROMP TR 16-2 SWNN,SWFWMD,Well,28.255083,-82.711222,,230,210,
-82.4364474085532,28.359172271549,261,20469,CROSS BAR 1E PHILLIPS U FLDN AQ (CB-1E),SWFWMD,Well,28.359167,-82.436444,,150,100,
-82.4034754012764,28.4192552869063,262,20475,CROSS BAR 2NE BARTHLE A NORTH U FLDN AQ (CB-2NE),SWFWMD,Well,28.41925,-82.403472,,150,100,
-82.452836415799,28.4265882877295,263,20481,CROSS BAR 1N FINEST FARMS U FLDN AQ (CB-1N),SWFWMD,Well,28.426583,-82.452833,,150,80,
-81.8236172325155,28.379461292293,264,17526,EVA DEEP,SWFWMD,Well,28.379456,-81.823614,,192,100,
-82.7961975006549,27.9801161707816,265,21143,GARDEN STREET TRIANGLE FLDN,SWFWMD,Well,27.980111,-82.796194,,208,54,
-82.7775594928468,27.9163661559092,266,21131,ROMP TR 13-1X U FLDN AQ MONITOR (SWNN),SWFWMD,Well,27.916361,-82.777556,,264,254,
-82.2015423578031,28.8554083966841,267,23032,SUMTER 13 JC 59 UPPER FLDN REPL,SWFWMD,Well,28.855403,-82.201539,,33,28,
-82.0493863051005,28.6107863420859,268,23078,WEBSTER CITY FLDN,SWFWMD,Well,28.610781,-82.049383,,423,200,
-82.1271953338098,28.7748523793297,269,23109,LP-4 U FLDN AQ MONITOR 120-FT,SWFWMD,Well,28.774847,-82.127192,,120,100,
-82.1271953338098,28.7748523793297,270,23110,LP-4 U FLDN AQ MONITOR 240-FT,SWFWMD,Well,28.774847,-82.127192,,240,200,
-82.0642603148788,28.7721883801768,271,23115,ROMP 111 U FLDN AQ MONITOR,SWFWMD,Well,28.772183,-82.064257,,192,62,
-82.0289143087478,28.866849404082,272,23135,MASTERS AVENUE AT WILDWOOD,SWFWMD,Well,28.866844,-82.028911,,125,45,
-82.1533953423095,28.8032633856597,273,23143,LP-3 U FLDN AQ MONITOR,SWFWMD,Well,28.803258,-82.153392,,150,110,
-82.0946363252914,28.8001163860167,274,23147,LP-6 U FLDN AQ MONITOR,SWFWMD,Well,28.800111,-82.094633,,154,42,
-82.2514422196982,27.5887106460341,275,26090,ROMP 39 AVPK PZ MONITOR,SWFWMD,Well,27.58870556,-82.25143889,,1120,960,
-82.3771563892149,28.2705362521796,276,19427,PHEASANT RUN-QUAIL HOLLOW FLDN,SWFWMD,Well,28.270531,-82.377153,,111,94,
-82.2313643430594,28.1483662262579,277,19461,HILLSBOROUGH RIVER STATE PARK PARKING LOT DEEP,SWFWMD,Well,28.148361,-82.231361,,50,37,
-82.5916974451572,28.1022272059445,278,19536,COSME 3 FLDN,SWFWMD,Well,28.102222,-82.591694,,354,79,
-82.5812814422065,28.1093942074993,279,19538,HORSE LAKE FLDN,SWFWMD,Well,28.109389,-82.581278,,94,54,
-82.1770293346563,28.3833742840642,280,23207,LYKES PASCO FLDN,SWFWMD,Well,28.383369,-82.177026,,36,0,
-82.2247863711533,29.0260424363804,281,23228,CE 78 FLDN,SWFWMD,Well,29.026037,-82.224783,,82,61,
-82.2357663741832,29.02607243587,282,23229,ROMP 119 U FLDN AQ SULFATE MONITOR,SWFWMD,Well,29.026067,-82.235763,,502,106,
-82.3192453973098,29.0186454318155,283,23243,CE 23 DUNNELLON FLDN,SWFWMD,Well,29.01864,-82.319242,,45,19,
-82.3549313852318,28.3241862655115,284,18965,SR 52 AND CR 581 DEEP,SWFWMD,Well,28.324181,-82.354928,,113,83,
-82.4225644036091,28.3232132631894,285,18970,ROMP 93 U FLDN AQ MONITOR,SWFWMD,Well,28.323208,-82.422561,,700,149,
-82.4460724110033,28.3218942628119,286,18973,SR 52 DEEP EAST FLDN NR GOWERS CORNER,SWFWMD,Well,28.321889,-82.446069,,73,38,
-82.0742755118759,27.9271718435735,287,171194,TBW SCHM-3D FLDN,SWFWMD,Well,27.92716667,-82.07427222,,880,218,
-82.1294338594969,27.8888301665667,288,179575,TBW SCHM-11D FLDN,SWFWMD,Well,27.888825,-82.12943055,,918,220,
-81.5364721313432,27.8404051689224,289,23873,CL-1 U FLDN AQ MONITOR,SWFWMD,Well,27.8404,-81.536469,,315,220,
-82.4949474175983,28.1166162117083,290,19545,BERGER DEEP,SWFWMD,Well,28.116611,-82.494944,,134,44,
-82.3096922954921,29.3269166161987,291,750867,ROMP 132 U FLDN AQ MONITOR,SWFWMD,Well,29.32691111,-82.30968889,,994,239,
-81.7967031957739,27.4592800668872,292,23974,ROMP 30 U FLDN AQ MONITOR,SWFWMD,Well,27.459275,-81.7967,,1266,380,
-81.8246587533854,27.2996300336999,293,24385,ROMP 26 U FLDN AQ MONITOR,SWFWMD,Well,27.299625,-81.82465556,,1320,580,
-81.8839893200654,27.0611827479082,294,24357,ROMP 16.5 U FLDN AQ MONITOR,SWFWMD,Well,27.06117778,-81.88398611,,827,600,
-82.0778922966713,28.0860052155667,295,19456,CONE RANCH TBW TP-2 FLDN,SWFWMD,Well,28.086,-82.077889,,700,44,
-82.5073924210342,28.1172272119984,296,19551,ST PETE HILLSBORO 13 DEEP,SWFWMD,Well,28.117222,-82.507389,,347,46,
-82.3780313906533,28.3126362621391,297,18934,CYPRESS CREEK TMR-2 DEEP,SWFWMD,Well,28.312631,-82.378028,,625,120,
-81.4196419758171,27.5027273116279,298,670785,ROMP 29A AVPK PZ MONITOR,SWFWMD,Well,27.50272222,-81.41963889,,1553,1260,
-82.4702784172103,28.3249772629128,299,20425,CROSS BAR 1S PASCO TRAILS U FLDN AQ (CB-1S),SWFWMD,Well,28.324972,-82.470275,,150,100,
-82.5183924315623,28.3209192603002,300,20427,CROSS BAR 2SW CSX U FLDN AQ (CB-2SW),SWFWMD,Well,28.320914,-82.518389,,150,100,
-82.5501094403916,28.330491262001,301,20458,SR 52 DEEP WEST NR FIVAY JUNCTION,SWFWMD,Well,28.330486,-82.550106,,73,60,
-82.4412254094167,28.3418382669221,302,20467,CROSS BAR 1SE PHILLIPS B2 U FLDN AQ (CB-1SE),SWFWMD,Well,28.341833,-82.441222,,206,79,
-82.25280935173,28.2196442426921,303,19039,NEW RIVER LIBRARY FLDN,SWFWMD,Well,28.219639,-82.252806,,135,80,
-82.0904473025961,28.1813942374519,304,19080,ALSTON TRACT FLDN,SWFWMD,Well,28.181389,-82.090444,,112,50,
-82.3149213971865,29.0328104356079,305,23244,ROMP 119.5 U FLDN AQ MONITOR (MARION 1 TRACT),SWFWMD,Well,29.032805,-82.314918,,216,56,
-82.2568733800616,29.0366334377913,306,23245,CE 74 FLDN OBSERVATION NR OCALA,SWFWMD,Well,29.036628,-82.25687,,51,0,
-82.390618419702,29.0455514366193,307,23250,ROMP 121 AVPK,SWFWMD,Well,29.045546,-82.390615,,602,143,
-82.3182083984317,29.0536544401285,308,23253,CE 22 FLDN,SWFWMD,Well,29.053649,-82.318205,,60,39,
-82.4188504284886,29.0800874439982,309,23274,CE 13 FLDN,SWFWMD,Well,29.080082,-82.418847,,93,43,
-82.4515924388688,29.0877284446464,310,23316,RAINBOW SPRINGS FLDN NR DUNNELLON,SWFWMD,Well,29.087723,-82.451589,,442,125,
-82.1941693663341,29.151595466963,311,23335,WR-5 U FLDN AQ MONITOR,SWFWMD,Well,29.15159,-82.194166,,182,140,
-82.7173924811808,28.0834221977892,312,21079,HIGHLAND LAKES GOLF COURSE FLDN,SWFWMD,Well,28.083417,-82.717389,,106,95,
-82.1647783164585,27.9369662880343,313,105483,TBW SCHM-2D FLDN,SWFWMD,Well,27.93696111,-82.164775,,910,115,
-82.638892460636,28.1659222196162,314,19716,ELDRIDGE-WILDE 139G FLDN,SWFWMD,Well,28.165917,-82.638889,,195,44,
-81.570350382991,28.4608414296738,315,790304,LAKE SAWYER FLDN NR WINDERMERE,SWFWMD,Well,28.46083611,-81.57034722,,178,103,Same well as 82713405
-82.5502534127799,27.4372328249698,316,26127,ROMP TR 7-2 U FLDN AQ MONITOR (TMPA/SWNN),SWFWMD,Well,27.43722778,-82.55025,,465,358,
-82.7575594906401,28.0259221832226,317,21099,ROMP TR 14-2 U FLDN AQ MONITOR (OCAL),SWFWMD,Well,28.025917,-82.757556,,460,440,
-82.7268644794987,27.9647551689478,318,21125,CLEARWATER-DUNEDIN 27 DEEP,SWFWMD,Well,27.96475,-82.726861,,548,523,
-82.7343924816442,27.971366170707,319,21128,PINELLAS 665 FLDN,SWFWMD,Well,27.971361,-82.734389,,299,81,
-82.0918173222586,28.7491243740699,320,23086,LP-5 U FLDN AQ MONITOR,SWFWMD,Well,28.749119,-82.091814,,139,109,
-81.5870948217132,28.0224718815367,321,25324,RIDGE WRAP VC-13A FLDN,SWFWMD,Well,28.02246667,-81.58709167,,200,178,
-81.3533086167255,27.1499605624893,322,23823,ROMP 14 U FLDN AQ MONITOR (SWNN),SWFWMD,Well,27.14995556,-81.35330556,,730,650,
-82.3366200110427,27.3120883534909,323,25717,ROMP 22 AVPK PZ MONITOR,SWFWMD,Well,27.31208333,-82.33661666,,1660,1200,
-82.2344089208883,28.7920470474342,324,759565,TSALA APOPKA LAKE 4 U FLDN AQ MONITOR,SWFWMD,Well,28.79204167,-82.23440556,,50,35,
-82.3060506122843,28.9045581830059,325,759559,TSALA APOPKA LAKE 2 U FLDN AQ MONITOR,SWFWMD,Well,28.90455278,-82.30604722,,69,46,
-82.3350033700963,28.076477206674,326,728018,MORRIS BRIDGE IDLEWOOD U FLDN AQ MONITOR,SWFWMD,Well,28.076472,-82.335,,100,61,
-82.2282453662427,28.8806364021752,327,755810,ROMP 112 U FLDN AQ MONITOR,SWFWMD,Well,28.880631,-82.228242,,67,42,
-82.0469004834169,27.1267466509335,328,24032,ROMP 9.5 U FLDN AQ MONITOR (MW-1),SWFWMD,Well,27.12674167,-82.04689723,,800,505,
-81.7996587673724,27.9658718592883,329,739106,LAKE HANCOCK E U FLDN AQ MONITOR,SWFWMD,Well,27.96586667,-81.79965556,,200,150,
-81.5650725820774,27.8969690713597,330,25354,ROMP 57X U FLDN AQ MONITOR,SWFWMD,Well,27.89696389,-81.56506944,,315,274,
-82.6353364624502,28.247533239523,331,20238,STARKEY 10 DEEP,SWFWMD,Well,28.247528,-82.635333,,392,153,
-82.3796783900029,28.2888742560165,332,18439,CYPRESS CREEK TMR-1 DEEP,SWFWMD,Well,28.288869,-82.379675,,535,142,
-82.394992394435,28.2960302574763,333,18454,CYPRESS CREEK TMR-3 DEEP,SWFWMD,Well,28.296025,-82.394989,,625,160,
-82.4121144011715,28.3460882694808,334,18984,CROSS BAR 1ESE BARTHLE C SOUTH U FLDN AQ (CB-1ESE),SWFWMD,Well,28.346083,-82.412111,,150,100,
-82.536475671138,28.6891720106257,335,20732,WR-1 MALIBAR U FLDN AQ PRODUCTION MONITOR,SWFWMD,Well,28.68916666,-82.53647222,,350,161,
-82.441156146208,27.0578855080044,336,26003,ROMP TR 4-1 U FLDN AQ INTERFACE MONITOR,SWFWMD,Well,27.05788055,-82.44115278,,821,765,
-82.6353644593763,28.1623382188019,337,19711,ELDRIDGE-WILDE N4 FLDN,SWFWMD,Well,28.162333,-82.635361,,350,100,
-82.5178284268331,28.1819442269524,338,19691,ST PETE E-105 DEEP,SWFWMD,Well,28.181939,-82.517825,,1360,1012,
-82.2004753355881,28.1940052384134,339,19015,ZEPHYRHILLS PRISON FLDN,SWFWMD,Well,28.194,-82.200472,,99,42,
-82.1676143261948,28.1955052391561,340,19026,ROMP 86A U FLDN AQ MONITOR (AVPK),SWFWMD,Well,28.1955,-82.167611,,560,500,
-82.3182634038202,29.1834484709356,341,23349,ROMP 120 U FLDN AQ MONITOR,SWFWMD,Well,29.183443,-82.31826,,403,110,
-82.2746003723897,28.6487413456177,342,23393,TOWNSEN PARK UPPER FLDN,SWFWMD,Well,28.648736,-82.274597,,100,50,
-82.3853367213724,28.9964776308596,343,778949,JORDAN SINK FLDN,SWFWMD,Well,28.99647221,-82.3853333,,70,32,
-80.1797959106289,26.1733959415673,344,BF-4S,BF-4S,SFWMD,Well,26.17339115,-80.17979322,,1200,1000,
-80.1239363011161,26.3144490701649,345,BF-6,BF-6,SFWMD,Well,26.31444425,-80.12393363,,1128,960,
-81.3091910743665,25.8936294486518,346,BICY-MZ2,BICY-MZ2,SFWMD,Well,25.89362476,-81.30918807,,838,890,
-80.0917801898463,26.493851595398,347,BOYRO_EPXU,BOYRO_EPXU,SFWMD,Well,26.49384673,-80.09177752,,1160,995,
-81.497004556959,26.7086210204508,348,BRY-MW,BRY-MW,SFWMD,Well,26.70861613,-81.49700147,,750,556,
-82.0357636174698,26.7724704810942,349,BSU-MZU,BSU-MZU,SFWMD,Well,26.77246559,-82.03576037,,1287,1207,
-80.6029777863516,25.3825312424017,350,ENP-100,ENP-100,SFWMD,Well,25.38252666,-80.602975,,1333,620,
-81.7819849584575,26.6959054754614,351,FPL-MW,FPL-MW,SFWMD,Well,26.69590059,-81.78198179,,800,540,
-80.3151539505413,27.4559718812895,352,FPU-MZU,FPU-MZU,SFWMD,Well,27.45596678,-80.31515119,,1019,900,
-80.8220471245182,26.1714101098393,353,G-2618,G-2618,SFWMD,Well,26.17140534,-80.82204425,,1164,1104,
-80.2877760437642,25.8284863633757,354,G-3061,G-3061,SFWMD,Well,25.82848167,-80.28777333,,1105,955,
-81.0853911351884,26.8385401494083,355,GLF-6,GLF-6,SFWMD,Well,26.83853522,-81.08538816,,1560,840,
-81.2022390139607,27.2716134470618,356,HIF-40,HIF-40,SFWMD,Well,27.27160841,-81.202236,,600,540,
-80.9561082133896,27.2197700310948,357,HIF-42U,HIF-42U,SFWMD,Well,27.219765,-80.95610527,,1040,560,
-81.7305650657124,26.1703981659559,358,I75-MZ2,I75-MZ2,SFWMD,Well,26.17039341,-81.73056193,,1050,905,
-82.1104388105864,26.4422236989683,359,IWA-MZU,IWA-MZU,SFWMD,Well,26.44221889,-82.11043556,,869,840,
-81.4313641694794,26.4137548191559,360,IWSD-MZ2,IWSD-MZ2,SFWMD,Well,26.41375,-81.43136111,,1140,1060,
-81.7963156160294,24.5685051800813,361,KW-MZL,KW-MZL,SFWMD,Well,24.56850083,-81.7963125,,1320,1280,
-80.9493747995314,26.6080077047607,362,L2-PW2,L2-PW2,SFWMD,Well,26.60800283,-80.94937188,,1160,810,
-82.0556494135935,26.6520180773955,363,L-6436,L-6436,SFWMD,Well,26.65201321,-82.05564617,,1080,898,
-81.471590868166,26.7531832379671,364,LAB-MZ1,LAB-MZ1,SFWMD,Well,26.75317833,-81.47158779,,837,670,
-80.4828536134382,26.9913280499085,365,MF-35B,MF-35B,SFWMD,Well,26.99132306,-80.48285081,,1340,390,
-80.6046211875721,26.9906845244347,366,MF-37U,MF-37U,SFWMD,Well,26.99067954,-80.60461835,,1039,765,
-80.4756975075962,27.2059491931042,367,MF-40U,MF-40U,SFWMD,Well,27.20594415,-80.4756947,,970,790,
-80.3856136069094,27.0851377873363,368,MF-52,MF-52,SFWMD,Well,27.08513278,-80.38561083,,1320,400,
-81.1908988318384,28.3783441092781,369,MOSSPK_D,MOSSPK_D,SFWMD,Well,28.3783388,-81.19089578,,480,240,
-80.8711841698162,27.1548232403219,370,OKF-100U,OKF-100U,SFWMD,Well,27.15481822,-80.87118125,,1350,565,
-81.1141976332078,27.4020325397432,371,OKF-105U,OKF-105U,SFWMD,Well,27.40202747,-81.11419464,,525,372,
-80.7855664615514,27.2378868903912,372,OKF-106,OKF-106,SFWMD,Well,27.23788185,-80.78556357,,818,717,
-81.1158992987037,27.4011555930094,373,OKF-42,OKF-42,SFWMD,Well,27.40115052,-81.1158963,,1152,370,
-81.5347127471156,28.4717657340729,374,ORF-61,ORF-61,SFWMD,Well,28.47176041,-81.5347096,,650,142,
-81.1614730503028,28.3947080982421,375,ORF-62,ORF-62,SFWMD,Well,28.39470279,-81.16147001,,600,290,
-81.4243224376628,28.1549943036912,376,OSF-102,OSF-102,SFWMD,Well,28.15498905,-81.42431933,,180.9,158.6,
-81.6337024989928,28.3340620087151,377,OSF-103,OSF-103,SFWMD,Well,28.33405672,-81.63369932,,150,67,
-81.1327322800008,27.6596558460399,378,OSF-104U,OSF-104U,SFWMD,Well,27.65965071,-81.13272927,,550,330,
-81.0521744037595,27.8730526970196,379,OSF-3,OSF-3,SFWMD,Well,27.87304751,-81.05217141,,310,243,
-81.1982821898101,27.803060445539,380,OSF-52,OSF-52,SFWMD,Well,27.80305528,-81.19827916,,880,172,
-81.0448670795859,27.9007020555836,381,OSF-62,OSF-62,SFWMD,Well,27.90069686,-81.04486409,,630,260,
-81.279617771397,28.0724071200176,382,OSF-64,OSF-64,SFWMD,Well,28.07240189,-81.27961471,,610,310,
-81.1897598917286,28.0272454279282,383,OSF-66,OSF-66,SFWMD,Well,28.0272402,-81.18975685,,640,342,
-81.3282004790626,28.2523687657306,384,OSF-70R,OSF-70R,SFWMD,Well,28.25236349,-81.3281974,,246,130,
-80.1401193627383,26.9351374786054,385,PB-747,PB-747,SFWMD,Well,26.9351325,-80.14011667,,1264,995,
-80.2922130032065,26.3544546266578,386,PBF-14,PBF-14,SFWMD,Well,26.3544498,-80.29221028,,1225,1020,
-80.3635257155301,26.7378041106403,387,PBF-15U,PBF-15U,SFWMD,Well,26.73779919,-80.36352296,,1144,1144,
-80.1035113096798,26.6763435698871,388,PBF-3,PBF-3,SFWMD,Well,26.67633865,-80.10350863,,1252,1050,
-80.7159489698565,26.6998287950865,389,PBF-7U,PBF-7U,SFWMD,Well,26.69982389,-80.71594611,,1447,992,
-81.1329328144453,27.6593840639381,390,POF-20R,POF-20R,SFWMD,Well,27.65937893,-81.13292981,,397,287,
-81.3995098400199,28.0483544456067,391,POF-22,POF-22,SFWMD,Well,28.04834922,-81.39950674,,431.6,204.6,
-81.1838921004627,27.7484436978364,392,POF-23,POF-23,SFWMD,Well,27.74843854,-81.18388908,,320,248,
-81.7231235010326,26.0959111729836,393,SCC-MZU,SCC-MZU,SFWMD,Well,26.09590644,-81.72312037,,910,850,
-80.4019472349778,27.4283384294131,394,SLF-21,SLF-21,SFWMD,Well,27.42833333,-80.40194445,,707,156,
-80.4897250343578,27.3377550707779,395,SLF-75,SLF-75,SFWMD,Well,27.33775,-80.48972222,,700,480,
-81.7259423323712,29.8378486299957,396,C-0123,Sungarden Twr,SJRWMD,Well,29.83784299,-81.72593908,,457,348,
-80.4306437186681,27.576901968151,397,IR0312,Oslo,SJRWMD,Well,27.57689684,-80.43064092,,568,120,
