VolcanoID,V_Name,Country,Region,Subregion,Latitude,Longitude,PEI,H_active,VEI_Holoce,hazard,class,risk
255062,Gallego,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.350000000000000,159.729999999999000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
255070,Savo,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.130000000000000,159.819999999999000,3,1,3,NULL,U-HHR,NULL
256010,Tinakula,Solomon Islands,Melanesia and Australia,Santa Cruz Islands,-10.380000000000000,165.800000000000000,2,1,3,1,NULL,1
257001,Motlav,Vanuatu,Melanesia and Australia,Vanuatu,-13.670000000000000,167.669999999999000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
257010,Suretamatai,Vanuatu,Melanesia and Australia,Vanuatu,-13.800000000000000,167.470000000000000,3,1,2,NULL,U-HHR,NULL
257020,Gaua,Vanuatu,Melanesia and Australia,Vanuatu,-14.270000000000000,167.500000000000000,2,1,3,1,NULL,1
257021,Mere Lava,Vanuatu,Melanesia and Australia,Vanuatu,-14.449999999999900,168.050000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
257030,Aoba,Vanuatu,Melanesia and Australia,Vanuatu,-15.400000000000000,167.830000000000000,2,1,2,3,NULL,2
257040,Ambrym,Vanuatu,Melanesia and Australia,Vanuatu,-16.250000000000000,168.120000000000000,2,1,6,2,NULL,1
257050,Lopevi,Vanuatu,Melanesia and Australia,Vanuatu,-16.507000000000000,168.346000000000000,2,1,3,2,NULL,1
257060,Epi,Vanuatu,Melanesia and Australia,Vanuatu,-16.680000000000000,168.370000000000000,2,1,3,1,NULL,1
257070,Kuwae,Vanuatu,Melanesia and Australia,Vanuatu,-16.829000000000000,168.536000000000000,2,1,3,1,NULL,1
257080,Unnamed,Vanuatu,Melanesia and Australia,Vanuatu,-16.992000000000000,168.592000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
257081,North Vate,Vanuatu,Melanesia and Australia,Vanuatu,-17.469999999999900,168.353000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
257090,Traitor's Head,Vanuatu,Melanesia and Australia,Vanuatu,-18.750000000000000,169.229999999999000,2,1,0,NULL,U-HHR,NULL
257100,Yasur,Vanuatu,Melanesia and Australia,Vanuatu,-19.530000000000000,169.442000000000000,3,1,3,2,NULL,2
257110,Aneityum,Vanuatu,Melanesia and Australia,Vanuatu,-20.199999999999900,169.780000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
258001,Eastern Gemini Seamount,France,Melanesia and Australia,Pacific Ocean (southwestern),-20.980000000000000,170.280000000000000,1,1,1,NULL,U-HHR,NULL
258010,Matthew Island,France,Melanesia and Australia,Pacific Ocean (southwestern),-22.329999999999900,171.319999999999000,2,1,2,NULL,U-HHR,NULL
258020,Hunter Island,France,Melanesia and Australia,Pacific Ocean (southwestern),-22.399999999999900,172.050000000000000,1,1,0,NULL,U-HHR,NULL
258030,Unnamed,Undersea Features,Melanesia and Australia,Pacific Ocean (southwestern),-25.780000000000000,168.630000000000000,1,1,0,NULL,U-HHR,NULL
259010,Newer Volcanics Province,Australia,Melanesia and Australia,Australia,-37.770000000000000,142.500000000000000,7,0,Unknown VEI,NULL,U-HR,NULL
260001,Narcondum,India,Indonesia,Andaman Islands,13.430000000000000,94.280000000000000,1,0,No confirmed eruptions,NULL,U-NHHR,NULL
260010,Barren Island,India,Indonesia,Andaman Islands,12.278000000000000,93.858000000000000,2,1,2,1,NULL,1
261020,Seulawah Agam,Indonesia,Indonesia,Sumatra,5.448000000000000,95.658000000000000,4,1,2,NULL,U-HHR,NULL
261030,Peuet Sague,Indonesia,Indonesia,Sumatra,4.914000000000000,96.328999999999900,3,1,2,2,NULL,2
261050,"Telong, Bur ni",Indonesia,Indonesia,Sumatra,4.769000000000000,96.820999999999900,5,1,2,1,NULL,2
261070,Sibayak,Indonesia,Indonesia,Sumatra,3.230000000000000,98.519999999999900,5,1,Unknown VEI,NULL,U-HHR,NULL
261080,Sinabung,Indonesia,Indonesia,Sumatra,3.170000000000000,98.391999999999900,5,1,2,NULL,U-HHR,NULL
261090,Toba,Indonesia,Indonesia,Sumatra,2.580000000000000,98.829999999999900,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
261101,Imun,Indonesia,Indonesia,Sumatra,2.158000000000000,98.930000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
261110,Sibualbuali,Indonesia,Indonesia,Sumatra,1.556000000000000,99.254999999999900,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
261111,Lubukraya,Indonesia,Indonesia,Sumatra,1.478000000000000,99.209000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
261120,Sorikmarapi,Indonesia,Indonesia,Sumatra,0.686000000000000,99.539000000000000,3,1,2,2,NULL,2
261121,Malintang,Indonesia,Indonesia,Sumatra,0.470000000000000,99.670000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261130,Talakmau,Indonesia,Indonesia,Sumatra,0.079000000000000,99.980000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
261131,Sarik-Gajah,Indonesia,Indonesia,Sumatra,0.080000000000000,100.200000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
261140,Marapi,Indonesia,Indonesia,Sumatra,-0.381000000000000,100.473000000000000,5,1,2,1,NULL,2
261150,Tandikat,Indonesia,Indonesia,Sumatra,-0.433000000000000,100.316999999999000,5,1,1,NULL,U-HHR,NULL
261160,Talang,Indonesia,Indonesia,Sumatra,-0.978000000000000,100.679000000000000,5,1,2,1,NULL,2
261170,Kerinci,Indonesia,Indonesia,Sumatra,-1.697000000000000,101.264000000000000,5,1,2,1,NULL,2
261171,Kunyit,Indonesia,Indonesia,Sumatra,-2.274000000000000,101.483000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261172,Hutapanjang,Indonesia,Indonesia,Sumatra,-2.330000000000000,101.599999999999000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261180,Sumbing,Indonesia,Indonesia,Sumatra,-2.414000000000000,101.727999999999000,3,1,2,NULL,U-HHR,NULL
261191,Pendan,Indonesia,Indonesia,Sumatra,-2.820000000000000,102.020000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261200,Belirang-Beriti,Indonesia,Indonesia,Sumatra,-2.820000000000000,102.180000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261210,"Daun, Bukit",Indonesia,Indonesia,Sumatra,-3.380000000000000,102.370000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
261220,Kaba,Indonesia,Indonesia,Sumatra,-3.520000000000000,102.620000000000000,5,1,2,2,NULL,2
261230,Dempo,Indonesia,Indonesia,Sumatra,-4.030000000000000,103.130000000000000,4,1,2,1,NULL,1
261231,Patah,Indonesia,Indonesia,Sumatra,-4.270000000000000,103.300000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261240,"Lumut Balai, Bukit",Indonesia,Indonesia,Sumatra,-4.220000000000000,103.620000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261250,Besar,Indonesia,Indonesia,Sumatra,-4.430000000000000,103.670000000000000,3,1,1,NULL,U-HHR,NULL
261251,Ranau,Indonesia,Indonesia,Sumatra,-4.830000000000000,103.920000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
261260,Sekincau Belirang,Indonesia,Indonesia,Sumatra,-5.120000000000000,104.319999999999000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
261270,Suoh,Indonesia,Indonesia,Sumatra,-5.250000000000000,104.270000000000000,3,1,4,NULL,U-HHR,NULL
261280,Hulubelu,Indonesia,Indonesia,Sumatra,-5.350000000000000,104.599999999999000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
261290,Rajabasa,Indonesia,Indonesia,Sumatra,-5.780000000000000,105.625000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
262000,Krakatau,Indonesia,Indonesia,Krakatau,-6.102000000000000,105.423000000000000,4,1,6,2,NULL,2
263010,Pulosari,Indonesia,Indonesia,Java,-6.342000000000000,105.974999999999000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263020,Karang,Indonesia,Indonesia,Java,-6.270000000000000,106.042000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263040,Perbakti-Gagak,Indonesia,Indonesia,Java,-6.750000000000000,106.700000000000000,6,1,1,1,NULL,2
263050,Salak,Indonesia,Indonesia,Java,-6.720000000000000,106.730000000000000,6,1,2,1,NULL,2
263060,Gede,Indonesia,Indonesia,Java,-6.780000000000000,106.980000000000000,7,1,3,1,NULL,3
263070,Patuha,Indonesia,Indonesia,Java,-7.160000000000000,107.400000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263080,Wayang-Windu,Indonesia,Indonesia,Java,-7.208000000000000,107.630000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263081,Malabar,Indonesia,Indonesia,Java,-7.130000000000000,107.650000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
263090,Tangkubanparahu,Indonesia,Indonesia,Java,-6.770000000000000,107.599999999999000,7,1,2,1,NULL,3
263100,Papandayan,Indonesia,Indonesia,Java,-7.320000000000000,107.730000000000000,6,1,3,1,NULL,2
263110,Kendang,Indonesia,Indonesia,Java,-7.230000000000000,107.720000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263130,Guntur,Indonesia,Indonesia,Java,-7.143000000000000,107.840000000000000,7,1,3,1,NULL,3
263131,Tampomas,Indonesia,Indonesia,Java,-6.770000000000000,107.950000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
263140,Galunggung,Indonesia,Indonesia,Java,-7.250000000000000,108.058000000000000,6,1,5,3,NULL,3
263150,Talagabodas,Indonesia,Indonesia,Java,-7.208000000000000,108.069999999999000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263160,"Karaha, Kawah",Indonesia,Indonesia,Java,-7.120000000000000,108.080000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
263170,Cereme,Indonesia,Indonesia,Java,-6.892000000000000,108.400000000000000,6,1,3,2,NULL,3
263180,Slamet,Indonesia,Indonesia,Java,-7.242000000000000,109.208000000000000,6,1,2,1,NULL,2
263200,Dieng Volcanic Large cone(s),Indonesia,Indonesia,Java,-7.200000000000000,109.920000000000000,7,1,3,1,NULL,3
263210,Sundoro,Indonesia,Indonesia,Java,-7.300000000000000,109.992000000000000,7,1,2,1,NULL,3
263220,Sumbing,Indonesia,Indonesia,Java,-7.384000000000000,110.069999999999000,7,1,1,NULL,U-HHR,NULL
263230,Ungaran,Indonesia,Indonesia,Java,-7.180000000000000,110.330000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263231,Telomoyo,Indonesia,Indonesia,Java,-7.370000000000000,110.400000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263240,Merbabu,Indonesia,Indonesia,Java,-7.450000000000000,110.430000000000000,7,1,2,NULL,U-HHR,NULL
263250,Merapi,Indonesia,Indonesia,Java,-7.542000000000000,110.441999999999000,7,1,4,3,NULL,3
263251,Muria,Indonesia,Indonesia,Java,-6.620000000000000,110.880000000000000,5,0,Unknown VEI,NULL,U-HR,NULL
263260,Lawu,Indonesia,Indonesia,Java,-7.625000000000000,111.191999999999000,6,1,1,NULL,U-HHR,NULL
263270,Wilis,Indonesia,Indonesia,Java,-7.808000000000000,111.758000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263280,Kelut,Indonesia,Indonesia,Java,-7.930000000000000,112.308000000000000,6,1,5,3,NULL,3
263281,Kawi-Butak,Indonesia,Indonesia,Java,-7.920000000000000,112.450000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263290,Arjuno-Welirang,Indonesia,Indonesia,Java,-7.725000000000000,112.580000000000000,6,1,2,NULL,U-HHR,NULL
263291,Penanggungan,Indonesia,Indonesia,Java,-7.620000000000000,112.630000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
263292,Malang Plain,Indonesia,Indonesia,Java,-8.020000000000000,112.680000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
263300,Semeru,Indonesia,Indonesia,Java,-8.108000000000000,112.920000000000000,5,1,3,3,NULL,3
263310,Tengger Caldera(s),Indonesia,Indonesia,Java,-7.942000000000000,112.950000000000000,6,1,4,2,NULL,3
263320,Lamongan,Indonesia,Indonesia,Java,-7.979000000000000,113.342000000000000,6,1,3,1,NULL,2
263321,Lurus,Indonesia,Indonesia,Java,-7.730000000000000,113.580000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
263330,Iyang-Argapura,Indonesia,Indonesia,Java,-7.970000000000000,113.569999999999000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
263340,Raung,Indonesia,Indonesia,Java,-8.125000000000000,114.042000000000000,5,1,5,2,NULL,2
263350,Ijen,Indonesia,Indonesia,Java,-8.058000000000000,114.242000000000000,5,1,2,2,NULL,2
263351,Baluran,Indonesia,Indonesia,Java,-7.850000000000000,114.370000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
264001,Bratan,Indonesia,Indonesia,Lesser Sunda Islands,-8.279999999999990,115.130000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
264010,Batur,Indonesia,Indonesia,Lesser Sunda Islands,-8.242000000000000,115.375000000000000,7,1,2,1,NULL,3
264020,Agung,Indonesia,Indonesia,Lesser Sunda Islands,-8.342000000000000,115.508000000000000,6,1,5,NULL,U-HHR,NULL
264030,Rinjani,Indonesia,Indonesia,Lesser Sunda Islands,-8.420000000000000,116.470000000000000,5,1,3,2,NULL,2
264040,Tambora,Indonesia,Indonesia,Lesser Sunda Islands,-8.250000000000000,118.000000000000000,4,1,7,3,NULL,3
264050,Sangeang Api,Indonesia,Indonesia,Lesser Sunda Islands,-8.199999999999990,119.069999999999000,3,1,3,2,NULL,2
264060,"Sano, Wai",Indonesia,Indonesia,Lesser Sunda Islands,-8.720000000000000,120.020000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
264070,Poco Leok,Indonesia,Indonesia,Lesser Sunda Islands,-8.680000000000000,120.480000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
264071,Ranakah,Indonesia,Indonesia,Lesser Sunda Islands,-8.619999999999990,120.520000000000000,5,1,3,NULL,U-HHR,NULL
264080,Inierie,Indonesia,Indonesia,Lesser Sunda Islands,-8.875000000000000,120.950000000000000,4,0,Unknown VEI,NULL,U-HR,NULL
264090,Inielika,Indonesia,Indonesia,Lesser Sunda Islands,-8.730000000000000,120.980000000000000,5,1,2,NULL,U-HHR,NULL
264100,Ebulobo,Indonesia,Indonesia,Lesser Sunda Islands,-8.820000000000000,121.180000000000000,4,1,2,2,NULL,2
264110,Iya,Indonesia,Indonesia,Lesser Sunda Islands,-8.897000000000000,121.645000000000000,5,1,3,2,NULL,2
264120,Sukaria Caldera(s),Indonesia,Indonesia,Lesser Sunda Islands,-8.792000000000000,121.770000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
264130,Ndete Napu,Indonesia,Indonesia,Lesser Sunda Islands,-8.720000000000000,121.780000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
264140,Kelimutu,Indonesia,Indonesia,Lesser Sunda Islands,-8.770000000000000,121.819999999999000,4,1,2,NULL,U-HHR,NULL
264150,Paluweh,Indonesia,Indonesia,Lesser Sunda Islands,-8.320000000000000,121.708000000000000,2,1,3,2,NULL,1
264160,Egon,Indonesia,Indonesia,Lesser Sunda Islands,-8.670000000000000,122.450000000000000,5,1,2,1,NULL,2
264170,Ilimuda,Indonesia,Indonesia,Lesser Sunda Islands,-8.478000000000000,122.671000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
264180,Lewotobi,Indonesia,Indonesia,Lesser Sunda Islands,-8.542000000000000,122.775000000000000,5,1,3,1,NULL,2
264200,Leroboleng,Indonesia,Indonesia,Lesser Sunda Islands,-8.358000000000000,122.842000000000000,5,1,3,1,NULL,2
264220,Iliboleng,Indonesia,Indonesia,Lesser Sunda Islands,-8.342000000000000,123.258000000000000,5,1,2,1,NULL,2
264230,Lewotolo,Indonesia,Indonesia,Lesser Sunda Islands,-8.272000000000000,123.505000000000000,4,1,3,1,NULL,1
264240,Ililabalekan,Indonesia,Indonesia,Lesser Sunda Islands,-8.550000000000000,123.380000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
264250,Iliwerung,Indonesia,Indonesia,Lesser Sunda Islands,-8.529999999999990,123.569999999999000,3,1,3,2,NULL,2
264260,"Tara, Batu",Indonesia,Indonesia,Lesser Sunda Islands,-7.792000000000000,123.578999999999000,2,1,2,NULL,U-HHR,NULL
264270,Sirung,Indonesia,Indonesia,Lesser Sunda Islands,-8.507999999999990,124.130000000000000,4,1,2,1,NULL,1
264280,Yersey,Indonesia,Indonesia,Lesser Sunda Islands,-7.530000000000000,123.950000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
265010,Emperor of China,Indonesia,Indonesia,Banda Sea,-6.620000000000000,124.220000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
265020,Nieuwerkerk,Indonesia,Indonesia,Banda Sea,-6.600000000000000,124.675000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
265030,Gunungapi Wetar,Indonesia,Indonesia,Banda Sea,-6.642000000000000,126.650000000000000,2,1,3,NULL,U-HHR,NULL
265040,Wurlali,Indonesia,Indonesia,Banda Sea,-7.125000000000000,128.675000000000000,2,1,2,NULL,U-HHR,NULL
265050,Teon,Indonesia,Indonesia,Banda Sea,-6.920000000000000,129.125000000000000,2,1,4,3,NULL,2
265060,Nila,Indonesia,Indonesia,Banda Sea,-6.730000000000000,129.500000000000000,2,1,2,1,NULL,1
265070,Serua,Indonesia,Indonesia,Banda Sea,-6.300000000000000,130.000000000000000,2,1,4,2,NULL,1
265080,Manuk,Indonesia,Indonesia,Banda Sea,-5.530000000000000,130.292000000000000,1,0,No confirmed eruptions,NULL,U-NHHR,NULL
265090,Banda Api,Indonesia,Indonesia,Banda Sea,-4.525000000000000,129.871000000000000,3,1,3,1,NULL,1
266010,Colo [Una Una],Indonesia,Indonesia,Sulawesi,-0.170000000000000,121.608000000000000,2,1,4,NULL,U-HHR,NULL
266020,Ambang,Indonesia,Indonesia,Sulawesi,0.750000000000000,124.420000000000000,5,1,Unknown VEI,NULL,U-HHR,NULL
266030,Soputan,Indonesia,Indonesia,Sulawesi,1.108000000000000,124.730000000000000,5,1,3,3,NULL,3
266040,Sempu,Indonesia,Indonesia,Sulawesi,1.130000000000000,124.758000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
266070,Tondano Caldera(s),Indonesia,Indonesia,Sulawesi,1.230000000000000,124.830000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
266100,Lokon-Empung,Indonesia,Indonesia,Sulawesi,1.358000000000000,124.792000000000000,6,1,3,3,NULL,3
266110,Mahawu,Indonesia,Indonesia,Sulawesi,1.358000000000000,124.858000000000000,6,1,2,2,NULL,3
266120,Klabat,Indonesia,Indonesia,Sulawesi,1.470000000000000,125.030000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
266130,Tongkoko,Indonesia,Indonesia,Sulawesi,1.520000000000000,125.200000000000000,5,1,5,2,NULL,2
267010,Ruang,Indonesia,Indonesia,Sangihe Islands,2.300000000000000,125.370000000000000,2,1,4,3,NULL,2
267020,Karangetang [Api Siau],Indonesia,Indonesia,Sangihe Islands,2.780000000000000,125.400000000000000,3,1,3,3,NULL,2
267030,Banua Wuhu,Indonesia,Indonesia,Sangihe Islands,3.138000000000000,125.491000000000000,2,1,3,1,NULL,1
267040,Awu,Indonesia,Indonesia,Sangihe Islands,3.670000000000000,125.500000000000000,4,1,4,3,NULL,3
267050,Unnamed,Indonesia,Indonesia,Sangihe Islands,3.970000000000000,124.170000000000000,1,0,No confirmed eruptions,NULL,U-NHHR,NULL
268001,Tarakan,Indonesia,Indonesia,Halmahera,1.830000000000000,127.830000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
268010,Dukono,Indonesia,Indonesia,Halmahera,1.680000000000000,127.880000000000000,3,1,3,NULL,U-HHR,NULL
268020,Tobaru,Indonesia,Indonesia,Halmahera,1.630000000000000,127.670000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
268030,Ibu,Indonesia,Indonesia,Halmahera,1.488000000000000,127.630000000000000,4,1,2,1,NULL,1
268040,Gamkonora,Indonesia,Indonesia,Halmahera,1.380000000000000,127.530000000000000,4,1,5,2,NULL,2
268050,Todoko-Ranu,Indonesia,Indonesia,Halmahera,1.250000000000000,127.470000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
268051,Jailolo,Indonesia,Indonesia,Halmahera,1.080000000000000,127.420000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
268052,Hiri,Indonesia,Indonesia,Halmahera,0.900000000000000,127.319999999999000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
268060,Gamalama,Indonesia,Indonesia,Halmahera,0.800000000000000,127.330000000000000,6,1,3,2,NULL,3
268061,Tidore,Indonesia,Indonesia,Halmahera,0.658000000000000,127.400000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
268062,Mare,Indonesia,Indonesia,Halmahera,0.570000000000000,127.400000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
268063,Moti,Indonesia,Indonesia,Halmahera,0.450000000000000,127.400000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
268070,Makian,Indonesia,Indonesia,Halmahera,0.320000000000000,127.400000000000000,3,1,4,3,NULL,2
268071,Tigalalu,Indonesia,Indonesia,Halmahera,0.070000000000000,127.420000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
268072,Amasing,Indonesia,Indonesia,Halmahera,-0.530000000000000,127.480000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
268073,Bibinoi,Indonesia,Indonesia,Halmahera,-0.770000000000000,127.720000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
269010,Bombalai,Malaysia,Indonesia,Borneo,4.400000000000000,117.880000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
270010,Jolo,Philippines,Philippines and SE Asia,Sulu Islands,6.013000000000000,121.057000000000000,6,1,0,NULL,U-HHR,NULL
271010,Balut,Philippines,Philippines and SE Asia,Mindanao,5.400000000000000,125.375000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
271011,Parker,Philippines,Philippines and SE Asia,Mindanao,6.113000000000000,124.892000000000000,4,1,5,NULL,U-HHR,NULL
271020,Matutum,Philippines,Philippines and SE Asia,Mindanao,6.370000000000000,125.069999999999000,5,0,Unknown VEI,NULL,U-HR,NULL
271030,Apo,Philippines,Philippines and SE Asia,Mindanao,6.989000000000000,125.269000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
271031,Leonard Range,Philippines,Philippines and SE Asia,Mindanao,7.382000000000000,126.047000000000000,4,0,Unknown VEI,NULL,U-HR,NULL
271040,Makaturing,Philippines,Philippines and SE Asia,Mindanao,7.647000000000000,124.319999999999000,5,1,2,NULL,U-HHR,NULL
271050,Latukan,Philippines,Philippines and SE Asia,Mindanao,7.650000000000000,124.450000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
271060,Ragang,Philippines,Philippines and SE Asia,Mindanao,7.700000000000000,124.500000000000000,4,1,2,1,NULL,1
271061,Kalatungan,Philippines,Philippines and SE Asia,Mindanao,7.950000000000000,124.800000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
271070,Musuan,Philippines,Philippines and SE Asia,Mindanao,7.877000000000000,125.068000000000000,6,1,2,NULL,U-HHR,NULL
271071,Malindang,Philippines,Philippines and SE Asia,Mindanao,8.220000000000000,123.630000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
271072,Balatukan,Philippines,Philippines and SE Asia,Mindanao,8.770000000000000,124.980000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
271080,Camiguin,Philippines,Philippines and SE Asia,Mindanao,9.202999999999990,124.673000000000000,5,1,3,3,NULL,3
271090,Paco,Philippines,Philippines and SE Asia,Mindanao,9.593000000000000,125.520000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
272010,Cuernos de Negros,Philippines,Philippines and SE Asia,Central Philippines,9.250000000000000,123.170000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
272020,Kanlaon,Philippines,Philippines and SE Asia,Central Philippines,10.412000000000000,123.132000000000000,5,1,2,1,NULL,2
272030,Mandalagan,Philippines,Philippines and SE Asia,Central Philippines,10.650000000000000,123.250000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
272040,Silay,Philippines,Philippines and SE Asia,Central Philippines,10.770000000000000,123.230000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
272050,Cabal?an,Philippines,Philippines and SE Asia,Central Philippines,10.287000000000000,125.221000000000000,5,1,Unknown VEI,NULL,U-HHR,NULL
272070,Mahagnao,Philippines,Philippines and SE Asia,Central Philippines,10.896000000000000,124.870000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
272080,Biliran,Philippines,Philippines and SE Asia,Central Philippines,11.523000000000000,124.535000000000000,5,1,1,NULL,U-HHR,NULL
273010,Bulusan,Philippines,Philippines and SE Asia,Luzon,12.770000000000000,124.050000000000000,5,1,3,2,NULL,2
273020,Pocdol Mountains,Philippines,Philippines and SE Asia,Luzon,13.050000000000000,123.958000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
273030,Mayon,Philippines,Philippines and SE Asia,Luzon,13.257000000000000,123.685000000000000,6,1,4,3,NULL,3
273031,Masaraga,Philippines,Philippines and SE Asia,Luzon,13.320000000000000,123.599999999999000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
273041,Iriga,Philippines,Philippines and SE Asia,Luzon,13.457000000000000,123.456999999999000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
273042,Isarog,Philippines,Philippines and SE Asia,Luzon,13.657999999999900,123.380000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
273044,Malindig,Philippines,Philippines and SE Asia,Luzon,13.240000000000000,122.018000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
273050,Banahaw,Philippines,Philippines and SE Asia,Luzon,14.070000000000000,121.480000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
273060,San Pablo Volcanic Field,Philippines,Philippines and SE Asia,Luzon,14.119999999999900,121.300000000000000,7,0,Unknown VEI,NULL,U-HR,NULL
273070,Taal,Philippines,Philippines and SE Asia,Luzon,14.002000000000000,120.992999999999000,7,1,6,3,NULL,3
273080,Laguna Caldera(s),Philippines,Philippines and SE Asia,Luzon,14.420000000000000,121.270000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
273081,Mariveles,Philippines,Philippines and SE Asia,Luzon,14.520000000000000,120.470000000000000,6,0,Unknown VEI,NULL,U-HR,NULL
273082,Natib,Philippines,Philippines and SE Asia,Luzon,14.720000000000000,120.400000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
273083,Pinatubo,Philippines,Philippines and SE Asia,Luzon,15.130000000000000,120.349999999999000,5,1,6,NULL,U-HHR,NULL
273084,Arayat,Philippines,Philippines and SE Asia,Luzon,15.199999999999900,120.742000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
