id,joke
USnOZoORusc,The Swiss must've been pretty confident in their chances of victory if they included a corkscrew in their army knife.
UfqHY8EQClb,I wear a stethoscope so that in a medical emergency I can teach people a valuable lesson about assumptions.
UfxAIm3wkjb,Why are ghosts bad liars? Because you can see right through them!
UnWS0wcF6Ed,Every machine in the coin factory broke down all of a sudden without explanation. It just doesn’t make any cents.
V0gyPusWSCd,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!"
V0orcFdFIBd,"What do you do when you see a space man?
Park your car, man."
V0wkbprcprc,"If you want a job in the moisturizer industry, the best advice I can give is to apply daily."
V8hFQCY8Unb,Where do you take someone who has been injured in a Peek-a-boo accident? To the I.C.U.
VDYgib2T7wc,"When you have a bladder infection, urine trouble."
VDdxcp4ob,How do you make Lady Gaga cry? Poker face. 
VKe2gNCQnb,What do you call a group of killer whales playing instruments? An Orca-stra.
VKexkV0LeFd,I was in an 80's band called the prevention. We were better than the cure.
VSn3oOmyPmb,What did Michael Jackson name his denim store?    Billy Jeans!
VfFlGJmOmb,People saying 'boo! to their friends has risen by 85% in the last year.... That's a frightening statistic.
VnysHtWvkqc,"Geology rocks, but Geography is where it's at!"
VvP7U0D5TCd,"I was at the library and asked if they have any books on ""paranoia"", the librarian replied, ""yes, they are right behind you"""
W018xscFIe,Have you heard of the band 1023MB? They haven't got a gig yet.
W82EtW01wkb,What happens when you anger a brain surgeon? They will give you a piece of your mind.
W8MClVvXSf,I needed a password eight characters long so I picked Snow White and the Seven Dwarfs.
WD5oWLuXgFd,"I used to work at a stationery store.  But, I didn't feel like I was going anywhere.

So, I got a job at a travel agency.  Now, I know I'll be going places."
WLJJRKJeqjb,I used to work in a shoe recycling shop. It was sole destroying.
WSKe2ojiNe,"I used to hate facial hair, but then it grew on me."
WgFY82ozsrc,R.I.P. boiled water. You will be mist.
WgV0T0wk3ob,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!"
WvHJJ611wAd,"The first time I got a universal remote control I thought to myself, ""This changes everything"""
WvHJJ61obFd,Why is the ocean always blue? Because the shore never waves back.
WvPZTvsWDd,Why did the feline fail the lie detector test? Because he be lion.
WvsHlyszkyd,Why did the man put his money in the freezer? He wanted cold hard cash!
X01T0DQKuzd,I decided to sell my Hoover… well it was just collecting dust.
X0wkGJtPKuc,Why do ducks make great detectives? They always quack the case.
X8pWSKJRZg,What does a clock do when it's hungry? It goes back four seconds!
X8xAlq4E6Ed,What do I look like? A JOKE MACHINE!?
XDImr41obh,"I bought shoes from a drug dealer once. I don't know what he laced them with, but I was tripping all day."
XLRfNuPZDAd,What is a tornado's favorite game to play? Twister!
XgVnOK6USnb,You know that cemetery up the road? People are dying to get in there.
Xn3wX8hi3Ed,Did you hear about the Mexican train killer? He had loco motives
Xny5MZvHQCd,"Can I watch the TV? Dad: Yes, but don’t turn it on."
Y0LZ0Ddxcib,What is worse then finding a worm in your Apple? Finding half a worm in your Apple.
YLm39E6pjqc,What do vegetarian zombies eat? Grrrrrainnnnnssss.
Yg3orWS7wkb,"""I'm sorry."" ""Hi sorry, I'm dad"""
YvHQnW8U8pb,What is the hardest part about sky diving? The ground.
YvkV8xXnjyd,Why did the cowboy have a weiner dog? Somebody told him to get a long little doggy.
Z8UDIRuXLmb,Who did the wizard marry? His ghoul-friend
Z8p4MeaaFBd,"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc"
Z8xHBQZ0Lmb,I ordered a chicken and an egg from Amazon. I'll let you know.
ZDAIRn39prc,Ever wondered why bees hum? It's because they don't know the words.
ZDAlOZgydxc,How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?
ZDIYvPKBQuc,There's not really any training for garbagemen. They just pick things up as they go.
ZDtzdFlqOf,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.
ZgyPZDtkbFd,What do you call a bear with no teeth? A gummy bear!
Zo4E6pbFIBd,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
ZoGQuXgV0ob,What do you call your friend who stands in a hole? Phil.
ZobU08UKBd,A doll was recently found dead in a rice paddy. It's the only known instance of a nick nack paddy wack.
Zv4wHQuXgyd,How do you tell the difference between a crocodile and an alligator? You will see one later and one in a while.
ZvHBQC59Muc,What do you call a fake noodle? An impasta.
ZvPfFQukVvc,The word queue is ironic. It's just q with a bunch of silent letters waiting in line.
ZvzkyXnWLuc,What do you call a droid that takes the long way around? R2 detour.
a218pbMmOmb,What's the best thing about elevator jokes? They work on so many levels.
a29pbp4haFd,Where do rabbits go after they get married? On a bunny-moon.
aFQZo49haxc,Why do cows wear bells? Because their horns don't work.
aFtzPRSnbxc,"Two fish are in a tank, one turns to the other and says, ""how do you drive this thing?"""
aMmbaFYTKBd,"I finally bought the limited edition Thesaurus that I've always wanted. When I opened it, all the pages were blank.
I have no words to describe how angry I am."
aaUKeahqWvc,This is my step ladder. I never knew my real ladder.
ahqjV82LBAd,I was thinking about moving to Moscow but there is no point Russian into things.
ap4orcpGtrc,A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”
apjyd21DQuc,I got an A on my origami assignment when I turned my paper into my teacher
axPR79MZvc,What did the fish say when it swam into a wall? Damn!
bMus4MZDAlb,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
baFQZv4w5wc,My New Years resolution is to stop leaving things so late.
bprz5wXSSvc,Why did the scarecrow win an award? Because he was outstanding in his field.
bxXLeqzP7wc,Americans can't switch from pounds to kilograms overnight. That would cause mass confusion.
c2LJR7Ed2ob,An apple a day keeps the bullies away. If you throw it hard enough.
c2TSfxXgqrc,Why does Superman get invited to dinners? Because he is a Supperhero.
cFd21gNClyd,Why is no one friends with Dracula? Because he's a pain in the neck.
cNRZTfFtrjb,"A man got hit in the head with a can of Coke, but he was alright because it was a soft drink."
cUnWLRZ01wc,What is the leading cause of dry skin? Towels
cUvsHt41gFd,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”"
caxscaMRnjb,Did you know the first French fries weren't actually cooked in France? They were cooked in Greece.
ci311DtH6h,"I’ll tell you something about German sausages, they’re the wurst"
ciiNuXDY0wc,Where did Captain Hook get his hook? From a second hand store.
cp4TCdahqc,"I got fired from a florist, apparently I took too many leaves."
cpWnWg3TKmb,Two silk worms had a race. They ended up in a tie.
cxHYg3gFQf,"I got fired from the transmission factor, turns out I didn't put on enough shifts..."
cxXv4Elj3wc,Where do young cows eat lunch? In the calf-ateria.
cxcpGeiyAd,I went to the doctor today and he told me I had type A blood but it was a type O.
d21DAXSCljb,How does a French skeleton say hello? Bone-jour.
daaUfibh,Why was the big cat disqualified from the race? Because it was a cheetah.
daxcxciqHe,What do prisoners use to call each other? Cell phones.
diGeqOfiqc,What’s E.T. short for? He’s only got little legs.
dibUSv4ojyd,What kind of award did the dentist receive? A little plaque.
dpGtcxPKuzd,Do you know where you can get chicken broth in bulk? The stock market.
dpWvHtW0Tnb,What's orange and sounds like a parrot? A Carrot.
dprjbhyAAAd,"A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”"
dx5ojVK61wc,What do you get hanging from Apple trees? Sore arms.
e2obFd2oOf,I thought about going on an all-almond diet. But that's just nuts.
eFlVnrOClyd,I don’t play soccer because I enjoy the sport. I’m just doing it for kicks.
eNmyXDtzkqc,"Today a girl said she recognized me from vegetarian club, but I’m sure I’ve never met herbivore."
eNuHJBQCdFd,How do you organize a space party? You planet.
eNuPm3Etzkb,How do you make holy water? You boil the hell out of it.
eVKRZTKeiib,"A man is washing the car with his son. The son asks...... ""Dad, can’t you just use a sponge?"""
ea2TnGBXnrc,They laughed when I said I wanted to be a comedian – they’re not laughing now.
ea2wkyscah,What does an angry pepper do? It gets jalapeño face.
eaMCQKRZ0ob,Don't buy flowers at a monastery. Because only you can prevent florist friars.
ei3T08EQZob,"Hostess: Do you have a preference of where you sit?
Dad: Down."
eiiVvH6MCd,Did you hear about the submarine industry? It really took a dive...
eiyAXnWS0g,The biggest knight at King Arthur's round table was Sir Cumference. He acquired his size from eating too much pi.
eqcpOf2EImb,To the person who stole my anti-depressant pills: I hope you're happy now.
exH6pOuzXDd,How do you get a baby alien to sleep?  You rocket.
exXSCtkOKe,"Why do pirates not know the alphabet? They always get stuck at ""C""."
f211DdFBdxc,Did you hear about the chameleon who couldn't change color? They had a reptile dysfunction.
fNZTCdFBImb,Why did the house go to the doctor? It was having window panes.
fNeVDI6USnb,"I made a playlist for hiking. It has music from Peanuts, The Cranberries, and Eminem. I call it my Trail Mix."
fNmOm3Ediyd,What do you call a dictionary on drugs? High definition.
fVKuPmjq4Ed,A Skeleton walked into a bar he said I need a beer and a mop
fVv4MRuHBsc,How do robots eat guacamole? With computer chips.
fii3Tv4hFd,"Today, my son asked ""Can I have a book mark?"" and I burst into tears. 11 years old and he still doesn't know my name is Brian."
fiyPR7wPZDd,When does a joke become a dad joke? When it becomes apparent.
fiydpr4EQnb,What’s brown and sounds like a bell? Dung!
fqWgFt4Edxc,Why do crabs never give to charity? Because they’re shellfish.
g3LZTCYDYg,What do you call a pig with three eyes? Piiig
gFtrHYoWnjb,How do you make a hankie dance? Put a little boogie in it.
gNRnWvzdiib,"Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself."
gNZTCQnWSf,"The other day I was listening to a song about superglue, it’s been stuck in my head ever since."
gaUfNJ6hapb,If you’re struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.
giyXgahV0wc,The great thing about stationery shops is they're always in the same place...
h39UfibMJBd,Did you hear about the cheese who saved the world? It was Legend-dairy!
hNu4oORnOmb,What do you call cheese by itself? Provolone.
haMJRfF6hFd,How do you fix a broken pizza? With tomato paste.
haahVKZDtrc,What's red and bad for your teeth? A Brick.
hiVSCdUvXg,I heard there was a new store called Moderation. They have everything there
hqjGlyImrzd,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
hyPmOZLBIBd,I used to work for a soft drink can crusher. It was soda pressing.
i31LeNRuzAd,Why did the chicken get a penalty? For fowl play.
i39hqWnGljb,When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!
iGJeVKmWDlb,"My cat was just sick on the carpet, I don’t think it’s feline well."
iGQZDAIRZDd,Why did the burglar hang his mugshot on the wall? To prove that he was framed!
iGlOClqrrrc,I dreamed about drowning in an ocean made out of orange soda last night. It took me a while to work out it was just a Fanta sea.
iV0DQ7pjGlb,I had a dream that I was a muffler last night. I woke up exhausted!
iq4hVD599pb,"Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you."
iykVf21gykb,My boss told me to have a good day. So I went home...
jNCtkyIeNuc,"I broke my finger at work today, on the other hand I'm completely fine."
jNmykbUSSvc,"I went to a book store and asked the saleswoman where the Self Help section was, she said if she told me it would defeat the purpose."
jVKBQS0o4h,How does a scientist freshen their breath? With experi-mints!
jbU0LmyPKBd,What has ears but cannot hear? A field of corn.
jbpbFlORCAd,People who don't eat gluten are really going against the grain.
jiVfq4MZDlb,Sore throats are a pain in the neck!
jyPCYTKuskb,How did Darth Vader know what Luke was getting for Christmas? He felt his presents.
jyPf2giqHlb,"What's the difference between a seal and a sea lion?
An ion! "
kOf2gFY0gqc,I think circles are pointless.
kOfaUvP7Muc,What did the Dorito farmer say to the other Dorito farmer? Cool Ranch!
kbUv4T0Ddxc,"A ghost walks into a bar and asks for a glass of vodka but the bar tender says, “sorry we don’t serve spirits”"
kqcFBlGJYDd,You know what they say about cliffhangers...
kqjNmbM7wsc,Why do wizards clean their teeth three times a day? To prevent bat breath!
lG6pjibpbxc,"Feeling pretty proud of myself. The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months."
lGJmrrzAsc,A termite walks into a bar and asks “Is the bar tender here?”
lGe2Tvskyd,Why are fish so smart? Because they live in schools!
lGlbhqjGJBd,How does the moon cut his hair? Eclipse it.
lV8hqHexHBd,Why did the worker get fired from the orange juice factory? Lack of concentration.
lbU01DljGtc,I couldn't get a reservation at the library. They were completely booked.
ljGB5o49Elb,"Dad, can you put my shoes on? I don't think they'll fit me."
ljqzkVKJtrc,How do you get two whales in a car? Start in England and drive West.
lqWgFlyPusc,What do you call an Argentinian with a rubber toe? Roberto
ly5hNR7w5Ed,"I tried taking some high resolution photos of local farmland, but they all turned out a bit grainy."
lyPZgVn3Le,"What did the ocean say to the shore? Nothing, it just waved."
lyk3EIBQfxc,"I went to the zoo the other day, there was only one dog in it. It was a shitzu."
m3E69pbhaFd,"I gave all my dead batteries away today, free of charge."
m3wPZoz51ob,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.
mG61giiy5wc,Why didn't the number 4 get into the nightclub? Because he is 2 square.
mGeFlykbFBd,What do you call a sheep with no legs? A cloud.
mGlbFtk3Tvc,Why did the m&m go to school? Because it wanted to be a Smartie!
mGtHtcUfqjb,Did you hear that David lost his ID in prague? Now we just have to call him Dav.
mO7hqWvsPCd,"My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy."
mOR7h392TCd,Why are basketball players messy eaters? Because they are always dribbling.
mOfqzdx51wc,Why do mathematicians hate the U.S.? Because it's indivisible.
mW01DA511ob,I knew i shouldn’t have ate that seafood. Because now i’m feeling a little… Eel
mWS7hVKRSnb,"Past, present, and future walked into a bar.... It was tense."
mbpbapbhiyd,Did you hear about the bread factory burning down? They say the business is toast.
mrHQKBA5MCd,"My boss told me that he was going to fire the person with the worst posture. I have a hunch, it might be me."
n3gVSC5oOmb,What's black and white and read all over? The newspaper.
n3o4orjiysc,Why are skeletons so calm? Because nothing gets under their skin.
nOfNJY89EBd,Without geometry life is pointless.
nOfV0gVKBd,"“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”"
nWDdFdFYLuc,"Have you heard about the film ""Constipation"", you probably haven't because it's not out yet."
nWvXSvHBd,"I hate perforated lines, they're tearable."
nWvcUD5orrc,"I asked the surgeon if I could administer my own anesthetic, they said: go ahead, knock yourself out."
nbFBdiydxkb,Why did the barber win the race? He took a short cut.
nrrj3TfFdxc,Why did the octopus beat the shark in a fight? Because it was well armed.
o4MexXSClb,"What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?"
oGBIRKuPukb,"""What time is it?"" I don't know... it keeps changing."
oGY0wsWnysc,You can't trust a ladder. It will always let you down
oOKBsPZ0wc,I am so good at sleeping I can do it with my eyes closed!
oOR7hFdx5Ed,I wouldn't buy anything with velcro. It's a total rip-off.
oORfVv4oOCd,What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.
oWS08MeVvzd,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't"""
obahq4MJtzd,"I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse."
obhFBljb2g,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
ozPf21LJJtc,Where does batman go to the bathroom? The batroom.
ozPmbFtWDlb,"Some people say that comedians who tell one too many light bulb jokes soon burn out, but they don't know watt they are talking about. They're not that bright."
ozsPmORZvzd,"A bartender broke up with her boyfriend, but he kept asking her for another shot."
p4oWvPClVnb,What do you call a cow on a trampoline? A milk shake!
pGe2EYozAsc,What do you call a nervous javelin thrower? Shakespeare.
pOuzPmyIYob,What do you call an eagle who can play the piano? Talonted!
pWLRK6pWDtc,What do you call a boomerang that won't come back? A stick.
pWn31TCQ7pb,What do you call a duck that gets all A's? A wise quacker.
pWv4MuzAQCd,I used to work for an origami company but they folded.
pjyA59MRusc,"There’s a new type of broom out, it’s sweeping the nation."
prWDIBdiGlb,I just wrote a book on reverse psychology. Do not read it!
prWLBszsWDd,The shovel was a ground-breaking invention.
pzXvHl3EYg,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
pzkbpORS7wc,Parallel lines have so much in common. It’s a shame they’ll never meet.
pzsrrcU08pb,The best time on a clock is 6:30--hands down.
q4hVKRnOmjb,What do you call a magician who has lost their magic? Ian.
q4hiGJBXLe,Why do fish live in salt water? Because pepper makes them sneeze!
qOK61Tvs4Ed,When do doctors get angry? When they run out of patients.
qOmyPmO79h,A man tried to sell me a coffin today. I told him that's the last thing I need.
qWDlOZozXDd,It doesn't matter how much you push the envelope. It will still be stationary.
qjV8EIRfVnb,What did the shy pebble wish for? That she was a little boulder.
qjbF6E6wHlb,Why did the belt go to prison? He held up a pair of pants!
qjyszskjNCd,"Wife told me to take the spider out instead of killing it... We had some drinks, cool guy, wants to be a web developer."
qrHJ69M7hFd,What cheese can never be yours? Nacho cheese.
qrHeiqHJmrc,What is a vampire's favorite fruit? A blood orange.
qrOfN7w5ojb,A cannibal is someone who is fed up with people.
rHBQuXLR7h,"Why did the cookie cry?
Because his mother was a wafer so long"
rc2E6EdiNe,"Want to hear my pizza joke? Never mind, it's too cheesy."
rcxk3TSKusc,What did the grape do when he got stepped on? He let out a little wine.
rjiyXLZTSf,What did the 0 say to the 8? Nice belt.
rjqOZoO7pb,Why was the picture sent to prison? It was framed.
rzs4T0oWgFd,Two peanuts were walking down the street. One was a salted.
s49h3ElVnrc,"I burned 2000 calories today, I left my food in the oven for too long."
s4Me29U0gqc,"Cosmetic surgery used to be such a taboo subject.
Now you can talk about Botox and nobody raises an eyebrow."
sHlqrjyPf,How can you tell a vampire has a cold? They start coffin.
sPRnOfiyAAd,"At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline."
sPfqWDlq4Ed,"""Hey, dad, did you get a haircut?"" ""No, I got them all cut."""
sWSSnbaUfqc,Why is there always a gate around cemeteries? Because people are always dying to get in.
scUvsrORKe,"I asked a frenchman if he played video games. He said ""Wii"""
scaFQfFlqjb,"My dentist is the best, he even has a little plaque!"
scaUn3TfNe,"So, I heard this pun about cows, but it’s kinda offensive so I won’t say it. I don’t want there to be any beef between us. "
scpGtcNJJBd,What do Alexander the Great and Winnie the Pooh have in common? Same middle name.
skGtHlORfFd,What kind of music do planets listen to? Nep-tunes.
srjbpzs4h,"Shout out to my grandma, that's the only way she can hear."
szItcaFQnjb,Why was the broom late for the meeting? He overswept.
szXDA59U0wc,I went on a date last night with a girl from the zoo. It was great. She’s a keeper.
t4MJRuXDIe,Why do you never see elephants hiding in trees? Because they're so good at it.
tHJtrrzP7wc,"Mahatma Gandhi, as you know, walked barefoot most of the time, which produced an impressive set of calluses on his feet. 
He also ate very little, which made him rather frail and with his odd diet, he suffered from bad breath. 
This made him a super calloused fragile mystic hexed by halitosis."
tPuPm3EYDAd,What do you call an alligator in a vest? An in-vest-igator!
tWL618U8Ed,"What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all."
tWL6U01obpb,"Thanks for explaining the word ""many"" to me. It means a lot."
tcFBIm3gyd,What's brown and sticky? A stick.
tkji39992Ed,What biscuit does a short person like? Shortbread. 
trc2EYT0ob,The invention of the wheel was what got things rolling
trjG61Dlqzd,"Why was Santa's little helper feeling depressed? Because he has low elf esteem.
"
u4Tvkba21wc,Why did Sweden start painting barcodes on the sides of their battleships? So they could Scandinavian.
uPu4MRZLmrc,Want to hear a chimney joke? Got stacks of em! First one's on the house
ucapjGQZTf,What do you call a pig that knows karate? A pork chop!
ucxPZDAlGlb,"If two vegans are having an argument, is it still considered beef?"
ukOCYoWDQuc,My sea sickness comes in waves.
usWLJeaUvc,"For Valentine's day, I decided to get my wife some beads for an abacus.  It's the little things that count."
usrcaMuszd,What's the worst thing about ancient history class? The teachers tend to Babylon.
uszdNZ8MRCd,"My new thesaurus is terrible. In fact, it's so bad, I'd say it's terrible."
v4wAlO7USf,What type of music do balloons hate? Pop music!
vPmy5EtPKuc,"Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree."
vPuzAd299pb,How come a man driving a train got struck by lightning? He was a good conductor.
vPuzPfqOKe,Camping is intense.
vX8MeFdUDlb,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.
vXgNZ0wcxAd,I’m on a whiskey diet. I’ve lost three days already.
vcNJRnrcNCd,How does Darth Vader like his toast? On the dark side.
vk31LJB5Elb,Why didn’t the orange win the race? It ran out of juice.
vkV0L6wcFlb,Did you hear about the runner who was criticized? He just took it in stride
wA5wX0wXLmb,What animal is always at a game of cricket? A bat.
wHJtHeFY8h,Why did the Clydesdale give the pony a glass of water?  Because he was a little horse!
wHYgNmrcxc,I started a new business making yachts in my attic this year...the sails are going through the roof
wHlOu4o41g,"If you think swimming with dolphins is expensive, you should try swimming with sharks--it cost me an arm and a leg!"
wX0gNuXgVnb,What did the Buffalo say to his little boy when he dropped him off at school? Bison.
wXDIB5h3wc,I used to have a job at a calendar factory but I got the sack because I took a couple of days off.
wcxHJBl3gFd,I am terrified of elevators. I’m going to start taking steps to avoid them.
wcxPRu41wc,Why do bees have sticky hair? Because they use honey combs!
wsPKZozsc,Did you know you should always take an extra pair of pants golfing? Just in case you get a hole in one.
x5M799Ufib,I wish I could clean mirrors for a living. It's just something I can see myself doing.
xAlOZ8pOmjb,How do the trees get on the internet? They log on.
xHQucUvszd,To the guy who invented zero... thanks for nothing.
xHY8xsHYTnb,What lies at the bottom of the ocean and twitches? A nervous wreck.
xXSv492wPmb,"What is red and smells like blue paint?
Red paint!"
xXg3LZLZDd,"*Reversing the car* ""Ah, this takes me back"""
xXgyXvXgFlb,"Doctor you've got to help me, I'm addicted to Twitter. Doctor: I don't follow you."
xXvzXga21wc,How do locomotives know where they're going? Lots of training
xc21Lmbxcib,How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.
xcFBQClq4wc,A butcher accidentally backed into his meat grinder and got a little behind in his work that day.
xkGB5oWSKmb,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere."
xkVDIBsPRCd,What do you call a beehive without the b's? An eehive.
xs4o49hF6pb,What kind of pants do ghosts wear? Boo jeans.
xscaxH6M7h,"Two guys walked into a bar, the third one ducked."
y59pGlbhyAd,"I really want to buy one of those supermarket checkout dividers, but the cashier keeps putting it back."
yItzAdUKBd,"A horse walks into a bar. The bar tender says ""Hey."" The horse says ""Sure."""
yP7MRucFQCd,Did you hear about the guy who invented Lifesavers? They say he made a mint.
yX821Lusrrc,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
ykb2TSKRSnb,Why are giraffes so slow to apologize? Because it takes them a long time to swallow their pride.
ysHQZvcpbFd,"""Dad, I'm hungry."" Hello, Hungry. I'm Dad."
zA5MJYDY0Dd,I'm practicing for a bug-eating contest and I've got butterflies in my stomach.
zPRCljGQ7Ed,I have the heart of a lion... and a lifetime ban from the San Diego Zoo.
zPZ0TClqrc,What do you call a guy lying on your doorstep? Matt.
zdpjyXnjbFd,"I met this girl on a dating site and, I don't know, we just clicked."
zkO7wHJmrc,What did the calculator say to the student? You can count on me.
zkysrzkVfqc,"What do you call a gorilla wearing headphones? Anything you'd like, it can't hear you."
zsHBljyk3wc,Have you heard about corduroy pillows?  They're making headlines!
